,p1_conf,p1_dog
1111,0.162935,False
1112,0.961902,True
1113,0.843359,True
1114,0.998673,False
1115,0.677408,True
1116,0.967103,True
1117,0.501767,False
1118,0.185382,False
1119,0.810158,True
1120,0.682082,True
1121,0.341663,True
1122,0.296145,False
1123,0.359586,False
1124,0.7582180000000001,False
1125,0.218408,True
1126,0.829307,True
1127,0.6061880000000001,False
1128,0.95207,True
1129,0.939134,True
1130,0.48205,True
1131,0.594333,False
1132,0.478278,False
1133,0.266414,True
1134,0.255971,True
1135,0.30296100000000004,False
1136,0.384559,True
1137,0.462408,True
1138,0.457164,True
1139,0.958834,True
1140,0.827469,True
1141,0.14644,False
1142,0.656463,True
1144,0.821615,False
1145,0.5159189999999999,True
1146,0.255327,True
1147,0.261112,True
1148,0.420463,True
1149,0.33576100000000003,True
1150,0.599076,True
1152,0.67575,True
1153,0.835491,True
1154,0.240695,True
1155,0.581835,True
1156,0.8262719999999999,True
1157,0.950526,False
1158,0.991772,True
1159,0.263256,False
1160,0.83939,True
1161,0.176495,False
1162,0.246762,True
1163,0.5309149999999999,True
1164,0.99775,True
1165,0.950053,True
1166,0.8964219999999999,True
1167,0.48997,True
1168,0.990312,True
1169,0.873977,True
1170,0.320126,False
1171,0.451852,True
1172,0.954517,True
1173,0.605304,True
1174,0.05903260000000001,False
1175,0.873233,True
1176,0.171486,False
1177,0.765778,True
1178,0.224415,True
1179,0.14039400000000002,True
1180,0.7663270000000001,True
1181,0.993718,True
1182,0.58458,True
1183,0.632289,True
1184,0.356946,False
1185,0.16986500000000002,False
1186,0.354488,True
1187,0.370152,True
1188,0.922876,True
1189,0.819106,False
1190,0.779356,True
1192,0.286479,True
1193,0.983548,True
1194,0.506154,True
1195,0.619577,True
1196,0.468751,True
1199,0.396495,True
1200,0.43042,True
1201,0.638625,True
1202,0.976685,True
1204,0.740229,True
1206,0.427836,True
1207,0.990715,True
1208,0.8555520000000001,False
1209,0.597111,True
1210,0.584026,True
1211,0.956787,True
1212,0.31090300000000004,False
1213,0.944376,True
1215,0.251516,True
1216,0.143497,False
1217,0.293007,True
1219,0.176758,True
1220,0.751962,True
1221,0.533967,True
1222,0.586951,True
1223,0.463223,True
1225,0.371816,True
1226,0.797936,True
1227,0.720337,True
1228,0.734244,True
1229,0.503788,False
1230,0.8686709999999999,True
1231,0.732043,True
1232,0.829058,True
1233,0.869477,False
1235,0.720481,True
1236,0.235373,False
1237,0.625129,True
1238,0.214301,False
1239,0.105171,False
1240,0.4301350000000001,False
1241,0.459515,True
1242,0.366875,False
1243,0.7132930000000001,False
1244,0.8567889999999999,False
1245,0.7509060000000001,True
1246,0.280835,False
1247,0.731405,True
1248,0.28126,True
1249,0.536593,False
1250,0.803742,True
1251,0.948617,True
1253,0.982004,True
1255,0.932401,True
1256,0.586307,True
1257,0.415495,True
1258,0.979053,False
1259,0.95317,True
1260,0.802092,True
1261,0.956222,True
1262,0.998814,False
1263,0.945629,True
1264,0.999837,True
1265,0.790026,True
1266,0.414982,True
1267,0.780187,True
1268,0.79745,True
1269,0.271109,True
1270,0.948323,True
1271,0.490783,True
1273,0.212957,True
1274,0.8265790000000001,False
1276,0.74564,True
1277,0.283945,True
1278,0.976139,True
1279,0.933457,True
1280,0.912961,False
1281,0.218479,True
1282,0.748163,True
1284,0.871283,True
1285,0.24389,False
1286,0.350993,True
1287,0.710354,True
1288,0.264483,True
1289,0.5161060000000001,True
1290,0.7864680000000001,True
1291,0.172087,False
1293,0.908491,True
1294,0.890426,True
1295,0.738371,True
1297,0.499525,False
1299,0.383223,True
1300,0.518215,False
1301,0.7382770000000001,True
1302,0.888468,True
1303,0.637225,True
1304,0.979235,True
1305,0.370717,True
1306,0.8973120000000001,True
1307,0.642426,True
1308,0.559658,True
1309,0.58378,True
1311,0.859499,False
1312,0.717584,True
1313,0.137871,False
1314,0.6964229999999999,False
1315,0.541794,True
1316,0.7726850000000001,True
1317,0.956462,True
1318,0.6981649999999999,True
1319,0.587101,True
1320,0.743715,True
1322,0.430418,True
1324,0.5877640000000001,True
1325,0.776346,True
1326,0.808276,True
1327,0.550294,False
1328,0.877207,True
1329,0.908784,True
1330,0.309106,True
1331,0.774792,True
1332,0.15795,True
1333,0.0905082,False
1334,0.457672,True
1335,0.868658,True
1336,0.689504,True
1337,0.284428,True
1338,0.85724,True
1339,0.994776,False
1340,0.202294,False
1341,0.376541,True
1343,0.979206,True
1344,0.980695,True
1345,0.23337800000000006,False
1347,0.945537,False
1348,0.6679390000000001,True
1349,0.990119,True
1350,0.838994,True
1351,0.909533,False
1352,0.756441,True
1353,0.292866,True
1354,0.201058,False
1355,0.945664,True
1356,0.894842,True
1357,0.5254340000000001,False
1358,0.778503,True
1359,0.581403,False
1360,0.41071,False
1362,0.514085,True
1363,0.381227,True
1364,0.219179,True
1365,0.714367,True
1367,0.769159,True
1368,0.697303,True
1369,0.242419,True
1370,0.491022,True
1371,0.33170700000000003,True
1372,0.902856,True
1374,0.993661,True
1375,0.90799,True
1376,0.280893,True
1377,0.615163,True
1378,0.16656300000000002,False
1379,0.8058569999999999,True
1380,0.252514,True
1381,0.652712,False
1382,0.481333,True
1383,0.569501,True
1384,0.449684,False
1385,0.678651,False
1386,0.16258499999999998,True
1387,0.328236,False
1388,0.53246,True
1389,0.180998,False
1390,0.726571,True
1391,0.369488,True
1392,0.808978,True
1393,0.35506,True
1394,0.706038,True
1395,0.271683,True
1396,0.982269,False
1397,0.9694,True
1398,0.836572,True
1399,0.99786,True
1400,0.517479,True
1401,0.337557,True
1402,0.309696,True
1403,0.456186,False
1404,0.667324,True
1405,0.599587,True
1407,0.222943,True
1408,0.24634,True
1409,0.382378,True
1410,0.983131,True
1411,0.329895,True
1412,0.931963,True
1413,0.15846400000000002,True
1414,0.998544,True
1415,0.990191,True
1416,0.8830479999999999,True
1417,0.107948,True
1418,0.64369,True
1419,0.351868,True
1420,0.280222,True
1421,0.984783,True
1422,0.126924,True
1423,0.176423,False
1425,0.521931,True
1426,0.621668,True
1427,0.256698,False
1429,0.110587,False
1430,0.999885,True
1431,0.880014,True
1432,0.999223,True
1433,0.173989,True
1434,0.236031,False
1435,0.297735,True
1436,0.665628,True
1437,0.383941,True
1438,0.20687600000000006,False
1439,0.13783199999999998,False
1441,0.379797,False
1443,0.369063,True
1444,0.132845,True
1446,0.382234,True
1447,0.962139,True
1448,0.805139,True
1449,0.693857,True
1450,0.748904,True
1451,0.997445,True
1452,0.678547,True
1453,0.227784,True
1454,0.5101060000000001,True
1455,0.522211,False
1456,0.761454,True
1458,0.4492680000000001,False
1459,0.457094,False
1460,0.429871,False
1461,0.407886,True
1463,0.99006,True
1464,0.352547,True
1465,0.441499,False
1466,0.769999,True
1468,0.550796,True
1469,0.272451,False
1471,0.111893,True
1472,0.841987,True
1473,0.449298,True
1474,0.383448,False
1476,0.5198109999999999,False
1477,0.340008,True
1479,0.989333,True
1480,0.8764129999999999,True
1481,0.69748,True
1482,0.740013,True
1483,0.660099,False
1484,0.612635,True
1485,0.162638,True
1486,0.403496,True
1487,0.876977,True
1488,0.985857,True
1489,0.471276,True
1490,0.636845,True
1491,0.41309,True
1492,0.486428,True
1494,0.208922,False
1495,0.810592,True
1496,0.956565,True
1497,0.670068,True
1499,0.247565,True
1500,0.332756,False
1502,0.342571,True
1503,0.182898,True
1504,0.886232,True
1505,0.5512060000000001,True
1506,0.767563,True
1507,0.530104,True
1508,0.508981,True
1509,0.441269,True
1510,0.241637,False
1512,0.862964,True
1513,0.370318,False
1514,0.526536,False
1515,0.883229,True
1516,0.422806,True
1517,0.194532,False
1518,0.215438,False
1520,0.0974997,True
1521,0.426459,True
1522,0.286345,True
1523,0.686933,True
1525,0.38269,False
1526,0.28955,False
1527,0.949609,True
1528,0.270287,True
1529,0.444499,True
1531,0.291081,False
1532,0.943331,True
1533,0.26915500000000003,True
1534,0.600186,True
1535,0.322818,True
1536,0.225221,False
1537,0.279604,True
1538,0.426494,False
1539,0.169482,True
1540,0.799319,True
1541,0.25464200000000003,False
1542,0.267979,True
1543,0.6375460000000001,True
1544,0.215161,True
1546,0.816044,True
1547,0.303781,True
1548,0.430544,True
1549,0.158859,False
1550,0.8531700000000001,True
1551,0.669996,False
1552,0.6142310000000001,True
1553,0.199512,True
1554,0.5996600000000001,True
1555,0.531279,True
1556,0.696372,True
1557,0.900437,True
1558,0.369449,False
1559,0.81152,False
1560,0.973819,True
1561,0.240602,True
1563,0.99721,True
1564,0.873029,True
1565,0.151113,True
1567,0.956063,True
1568,0.957365,True
1569,0.391471,True
1570,0.472273,True
1571,0.702725,False
1572,0.223366,True
1574,0.747208,True
1575,0.703561,False
1576,0.178205,True
1577,0.997121,False
1578,0.883086,True
1579,0.992069,False
1580,0.417107,True
1581,0.799795,False
1583,0.643808,False
1584,0.338812,True
1585,0.100499,True
1586,0.441331,True
1587,0.320012,True
1589,0.477704,True
1590,0.830816,True
1591,0.985237,True
1593,0.985789,True
1595,0.23692,True
1596,0.885301,True
1597,0.190786,False
1598,0.450678,True
1599,0.200812,True
1600,0.414963,True
1602,0.344526,False
1603,0.171174,True
1604,0.253839,True
1605,0.923987,False
1606,0.318524,False
1607,0.586937,True
1608,0.972483,True
1609,0.470162,True
1610,0.963176,True
1611,0.999044,True
1612,0.8888290000000001,False
1613,0.975096,True
1615,0.379624,False
1616,0.665578,True
1617,0.769412,True
1618,0.46095,False
1619,0.708034,True
1620,0.08110099999999999,False
1622,0.294457,True
1623,0.948688,True
1625,0.401942,False
1626,0.702583,True
1627,0.93781,True
1628,0.673691,True
1629,0.508498,True
1630,0.203249,True
1631,0.7911819999999999,True
1632,0.681347,False
1633,0.379365,True
1634,0.537782,True
1635,0.334783,True
1637,0.8221930000000001,False
1638,0.6278560000000001,True
1639,0.174738,True
1640,0.5513520000000001,True
1641,0.458855,False
1642,0.738449,True
1643,0.577376,True
1644,0.0728852,True
1645,0.895279,True
1647,0.945362,True
1648,0.508951,True
1649,0.39956,True
1650,0.303512,True
1651,0.992833,True
1652,0.406509,True
1653,0.605851,True
1654,0.901392,True
1655,0.889848,True
