	year	quarter	origin	ticket_carrier	operating_carrier	passengers
1020624	2008	4	ORD	American Airlines	MQ	1
1020626	2008	4	ORD	American Airlines	MQ	1
1020628	2008	4	ORD	American Airlines	MQ	1
1020630	2008	4	ORD	American Airlines	MQ	1
1020632	2008	4	ORD	American Airlines	MQ	1
1020634	2008	4	ORD	American Airlines	MQ	1
1020636	2008	4	ORD	American Airlines	MQ	1
1020638	2008	4	ORD	American Airlines	MQ	3
1020640	2008	4	ORD	American Airlines	MQ	1
1020642	2008	4	ORD	American Airlines	MQ	1
1020644	2008	4	ORD	American Airlines	MQ	1
1020646	2008	4	ORD	American Airlines	MQ	2
1020648	2008	4	ORD	American Airlines	MQ	1
1020650	2008	4	ORD	American Airlines	MQ	1
1020652	2008	4	ORD	American Airlines	MQ	1
1020654	2008	4	ORD	American Airlines	MQ	1
1020656	2008	4	ORD	American Airlines	MQ	1
1020658	2008	4	ORD	American Airlines	MQ	1
1020660	2008	4	ORD	American Airlines	MQ	1
1020662	2008	4	ORD	American Airlines	MQ	1
1020664	2008	4	ORD	American Airlines	MQ	1
1020666	2008	4	ORD	American Airlines	MQ	1
1020668	2008	4	ORD	American Airlines	MQ	1
1020670	2008	4	ORD	American Airlines	MQ	1
1020672	2008	4	ORD	American Airlines	MQ	1
1020675	2008	4	ORD	American Airlines	MQ	1
1020677	2008	4	ORD	American Airlines	American Airlines	1
1020692	2008	4	ORD	American Airlines	MQ	5
1020693	2008	4	ORD	American Airlines	MQ	1
1020694	2008	4	ORD	American Airlines	MQ	1
1020695	2008	4	ORD	American Airlines	MQ	2
1020696	2008	4	ORD	American Airlines	MQ	1
1020697	2008	4	ORD	American Airlines	MQ	1
1020698	2008	4	ORD	American Airlines	MQ	3
1020699	2008	4	ORD	American Airlines	MQ	2
1020700	2008	4	ORD	American Airlines	MQ	1
1020701	2008	4	ORD	American Airlines	MQ	1
1020702	2008	4	ORD	American Airlines	MQ	1
1020704	2008	4	ORD	American Airlines	MQ	1
1020706	2008	4	ORD	American Airlines	MQ	1
1020708	2008	4	ORD	American Airlines	MQ	1
1020710	2008	4	ORD	American Airlines	MQ	1
1020712	2008	4	ORD	American Airlines	MQ	6
1020714	2008	4	ORD	American Airlines	MQ	1
1020716	2008	4	ORD	American Airlines	MQ	1
1020718	2008	4	ORD	American Airlines	MQ	1
1020720	2008	4	ORD	American Airlines	MQ	1
1020722	2008	4	ORD	American Airlines	MQ	1
1020724	2008	4	ORD	American Airlines	MQ	2
1020726	2008	4	ORD	American Airlines	MQ	1
1020728	2008	4	ORD	American Airlines	MQ	1
1020730	2008	4	ORD	American Airlines	MQ	1
1020732	2008	4	ORD	American Airlines	MQ	1
1020734	2008	4	ORD	American Airlines	MQ	1
1020736	2008	4	ORD	American Airlines	MQ	1
1020738	2008	4	ORD	American Airlines	MQ	1
1020740	2008	4	ORD	American Airlines	MQ	1
1020742	2008	4	ORD	American Airlines	MQ	1
1020744	2008	4	ORD	American Airlines	MQ	2
1020746	2008	4	ORD	American Airlines	MQ	1
1020748	2008	4	ORD	American Airlines	MQ	1
1020750	2008	4	ORD	American Airlines	MQ	1
1020752	2008	4	ORD	American Airlines	MQ	2
1020754	2008	4	ORD	American Airlines	MQ	1
1020756	2008	4	ORD	American Airlines	MQ	1
1020758	2008	4	ORD	American Airlines	MQ	1
1020760	2008	4	ORD	American Airlines	MQ	1
1020762	2008	4	ORD	American Airlines	MQ	1
1020764	2008	4	ORD	American Airlines	MQ	1
1020766	2008	4	ORD	American Airlines	MQ	1
1020768	2008	4	ORD	American Airlines	MQ	1
1020770	2008	4	ORD	American Airlines	MQ	2
1020772	2008	4	ORD	American Airlines	MQ	1
1020774	2008	4	ORD	American Airlines	MQ	1
1020776	2008	4	ORD	American Airlines	MQ	1
1020778	2008	4	ORD	American Airlines	MQ	1
1020780	2008	4	ORD	American Airlines	MQ	1
1020782	2008	4	ORD	American Airlines	MQ	1
1020784	2008	4	ORD	American Airlines	MQ	2
1020785	2008	4	ORD	American Airlines	MQ	1
1020786	2008	4	ORD	American Airlines	MQ	1
1020787	2008	4	ORD	American Airlines	MQ	1
1020788	2008	4	ORD	American Airlines	MQ	1
1020789	2008	4	ORD	American Airlines	MQ	1
1020790	2008	4	ORD	American Airlines	MQ	1
1020791	2008	4	ORD	American Airlines	MQ	1
1020792	2008	4	ORD	American Airlines	MQ	3
1020793	2008	4	ORD	American Airlines	MQ	1
1020794	2008	4	ORD	American Airlines	MQ	1
1020795	2008	4	ORD	American Airlines	MQ	1
1020796	2008	4	ORD	American Airlines	MQ	1
1020797	2008	4	ORD	American Airlines	MQ	1
1020798	2008	4	ORD	American Airlines	MQ	1
1020799	2008	4	ORD	American Airlines	MQ	3
1020800	2008	4	ORD	American Airlines	MQ	1
1020801	2008	4	ORD	American Airlines	MQ	1
1020802	2008	4	ORD	American Airlines	MQ	1
1020803	2008	4	ORD	American Airlines	MQ	1
1020804	2008	4	ORD	American Airlines	MQ	2
1020805	2008	4	ORD	American Airlines	MQ	1
1020806	2008	4	ORD	American Airlines	MQ	1
1020807	2008	4	ORD	American Airlines	MQ	1
1020808	2008	4	ORD	American Airlines	MQ	1
1020809	2008	4	ORD	American Airlines	MQ	1
1020811	2008	4	ORD	American Airlines	MQ	1
1020812	2008	4	ORD	American Airlines	MQ	1
1020814	2008	4	ORD	American Airlines	MQ	1
1020816	2008	4	ORD	American Airlines	MQ	1
1020818	2008	4	ORD	American Airlines	MQ	1
1020820	2008	4	ORD	American Airlines	MQ	1
1020822	2008	4	ORD	American Airlines	MQ	1
1020826	2008	4	ORD	American Airlines	99	1
1020831	2008	4	ORD	American Airlines	MQ	1
1020832	2008	4	ORD	American Airlines	99	1
1020834	2008	4	ORD	American Airlines	MQ	1
1020836	2008	4	ORD	American Airlines	MQ	3
1020838	2008	4	ORD	American Airlines	MQ	1
1020840	2008	4	ORD	American Airlines	MQ	6
1020842	2008	4	ORD	American Airlines	MQ	1
1020844	2008	4	ORD	American Airlines	MQ	1
1020846	2008	4	ORD	American Airlines	MQ	1
1020848	2008	4	ORD	American Airlines	MQ	1
1020850	2008	4	ORD	American Airlines	MQ	4
1020852	2008	4	ORD	American Airlines	MQ	1
1020854	2008	4	ORD	American Airlines	MQ	1
1020856	2008	4	ORD	American Airlines	MQ	4
1020858	2008	4	ORD	American Airlines	MQ	2
1020860	2008	4	ORD	American Airlines	MQ	1
1020862	2008	4	ORD	American Airlines	MQ	2
1020864	2008	4	ORD	American Airlines	MQ	1
1020866	2008	4	ORD	American Airlines	MQ	1
1020868	2008	4	ORD	American Airlines	MQ	3
1020870	2008	4	ORD	American Airlines	MQ	1
1020872	2008	4	ORD	American Airlines	MQ	3
1020874	2008	4	ORD	American Airlines	MQ	1
1020876	2008	4	ORD	American Airlines	MQ	1
1020878	2008	4	ORD	American Airlines	MQ	1
1020880	2008	4	ORD	American Airlines	MQ	1
1020882	2008	4	ORD	American Airlines	MQ	1
1020884	2008	4	ORD	American Airlines	MQ	1
1020886	2008	4	ORD	American Airlines	MQ	1
1020888	2008	4	ORD	American Airlines	MQ	1
1020890	2008	4	ORD	American Airlines	MQ	1
1020892	2008	4	ORD	American Airlines	MQ	1
1020894	2008	4	ORD	American Airlines	MQ	2
1020896	2008	4	ORD	American Airlines	MQ	1
1020898	2008	4	ORD	American Airlines	MQ	2
1020900	2008	4	ORD	American Airlines	MQ	1
1020902	2008	4	ORD	American Airlines	MQ	1
1020904	2008	4	ORD	American Airlines	MQ	1
1020906	2008	4	ORD	American Airlines	MQ	1
1020908	2008	4	ORD	American Airlines	MQ	1
1020910	2008	4	ORD	American Airlines	MQ	1
1020912	2008	4	ORD	American Airlines	MQ	1
1020914	2008	4	ORD	American Airlines	MQ	1
1020916	2008	4	ORD	American Airlines	MQ	1
1020918	2008	4	ORD	American Airlines	MQ	1
1020920	2008	4	ORD	American Airlines	MQ	1
1020922	2008	4	ORD	American Airlines	MQ	1
1020924	2008	4	ORD	American Airlines	MQ	1
1020926	2008	4	ORD	American Airlines	MQ	1
1020928	2008	4	ORD	American Airlines	MQ	1
1020930	2008	4	ORD	American Airlines	MQ	1
1020932	2008	4	ORD	American Airlines	MQ	2
1020934	2008	4	ORD	American Airlines	MQ	1
1020936	2008	4	ORD	American Airlines	MQ	1
1020938	2008	4	ORD	American Airlines	MQ	1
1020940	2008	4	ORD	American Airlines	MQ	2
1020942	2008	4	ORD	American Airlines	MQ	1
1020944	2008	4	ORD	American Airlines	MQ	1
1020946	2008	4	ORD	American Airlines	MQ	2
1020948	2008	4	ORD	American Airlines	MQ	1
1020950	2008	4	ORD	American Airlines	MQ	2
1020952	2008	4	ORD	American Airlines	MQ	1
1020954	2008	4	ORD	American Airlines	MQ	1
1020956	2008	4	ORD	American Airlines	MQ	1
1020958	2008	4	ORD	American Airlines	MQ	1
1020960	2008	4	ORD	American Airlines	MQ	3
1020962	2008	4	ORD	American Airlines	MQ	2
1020964	2008	4	ORD	American Airlines	MQ	1
1020966	2008	4	ORD	American Airlines	MQ	2
1020968	2008	4	ORD	American Airlines	MQ	1
1020970	2008	4	ORD	American Airlines	MQ	1
1020972	2008	4	ORD	American Airlines	MQ	1
1020974	2008	4	ORD	American Airlines	MQ	1
1020976	2008	4	ORD	American Airlines	MQ	1
1020978	2008	4	ORD	American Airlines	MQ	1
1020980	2008	4	ORD	American Airlines	MQ	1
1020982	2008	4	ORD	American Airlines	MQ	1
1020984	2008	4	ORD	American Airlines	MQ	1
1020986	2008	4	ORD	American Airlines	MQ	1
1020988	2008	4	ORD	American Airlines	MQ	1
1020990	2008	4	ORD	American Airlines	MQ	1
1020992	2008	4	ORD	American Airlines	MQ	1
1020994	2008	4	ORD	American Airlines	MQ	1
1020996	2008	4	ORD	American Airlines	MQ	1
1020998	2008	4	ORD	American Airlines	MQ	1
1021000	2008	4	ORD	American Airlines	MQ	1
1021002	2008	4	ORD	American Airlines	MQ	1
1021004	2008	4	ORD	American Airlines	MQ	1
1021008	2008	4	ORD	American Airlines	MQ	1
1021009	2008	4	ORD	American Airlines	MQ	1
1021010	2008	4	ORD	American Airlines	MQ	1
1021011	2008	4	ORD	American Airlines	MQ	1
1021012	2008	4	ORD	American Airlines	MQ	1
1021013	2008	4	ORD	American Airlines	MQ	1
1021014	2008	4	ORD	American Airlines	MQ	2
1021015	2008	4	ORD	American Airlines	MQ	1
1021016	2008	4	ORD	American Airlines	MQ	1
1021017	2008	4	ORD	American Airlines	MQ	1
1021018	2008	4	ORD	American Airlines	MQ	1
1021019	2008	4	ORD	American Airlines	MQ	1
1021020	2008	4	ORD	American Airlines	MQ	1
1021021	2008	4	ORD	American Airlines	MQ	3
1021022	2008	4	ORD	American Airlines	MQ	1
1021023	2008	4	ORD	American Airlines	MQ	1
1021024	2008	4	ORD	American Airlines	MQ	2
1021025	2008	4	ORD	American Airlines	MQ	1
1021026	2008	4	ORD	American Airlines	MQ	1
1021027	2008	4	ORD	American Airlines	MQ	3
1021028	2008	4	ORD	American Airlines	MQ	1
1021029	2008	4	ORD	American Airlines	MQ	1
1021030	2008	4	ORD	American Airlines	MQ	1
1021031	2008	4	ORD	American Airlines	MQ	1
1021032	2008	4	ORD	American Airlines	MQ	1
1021033	2008	4	ORD	American Airlines	MQ	1
1021034	2008	4	ORD	American Airlines	MQ	1
1021035	2008	4	ORD	American Airlines	MQ	1
1021036	2008	4	ORD	American Airlines	MQ	1
1021037	2008	4	ORD	American Airlines	MQ	1
1021038	2008	4	ORD	American Airlines	MQ	1
1021039	2008	4	ORD	American Airlines	MQ	1
1021040	2008	4	ORD	American Airlines	MQ	1
1021041	2008	4	ORD	British Airways	MQ	1
1021042	2008	4	ORD	British Airways	MQ	1
1021043	2008	4	ORD	American Airlines	MQ	1
1021045	2008	4	ORD	American Airlines	MQ	1
1021048	2008	4	ORD	American Airlines	MQ	1
1021050	2008	4	ORD	American Airlines	MQ	1
1021054	2008	4	ORD	American Airlines	99	1
1021055	2008	4	ORD	American Airlines	99	1
1021057	2008	4	ORD	American Airlines	99	1
1021059	2008	4	ORD	American Airlines	American Airlines	1
1021060	2008	4	ORD	American Airlines	99	1
1021062	2008	4	ORD	American Airlines	99	1
1021064	2008	4	ORD	American Airlines	MQ	12
1021066	2008	4	ORD	American Airlines	MQ	1
1021068	2008	4	ORD	American Airlines	MQ	3
1021070	2008	4	ORD	American Airlines	MQ	2
1021072	2008	4	ORD	American Airlines	MQ	1
1021074	2008	4	ORD	American Airlines	MQ	5
1021076	2008	4	ORD	American Airlines	MQ	1
1021078	2008	4	ORD	American Airlines	MQ	1
1021080	2008	4	ORD	American Airlines	MQ	3
1021082	2008	4	ORD	American Airlines	MQ	1
1021084	2008	4	ORD	American Airlines	MQ	9
1021086	2008	4	ORD	American Airlines	MQ	3
1021088	2008	4	ORD	American Airlines	MQ	1
1021090	2008	4	ORD	American Airlines	MQ	3
1021092	2008	4	ORD	American Airlines	MQ	4
1021094	2008	4	ORD	American Airlines	MQ	7
1021096	2008	4	ORD	American Airlines	MQ	1
1021098	2008	4	ORD	American Airlines	MQ	1
1021100	2008	4	ORD	American Airlines	MQ	2
1021102	2008	4	ORD	American Airlines	MQ	4
1021104	2008	4	ORD	American Airlines	MQ	1
1021106	2008	4	ORD	American Airlines	MQ	1
1021108	2008	4	ORD	American Airlines	MQ	1
1021110	2008	4	ORD	American Airlines	MQ	8
1021112	2008	4	ORD	American Airlines	MQ	1
1021114	2008	4	ORD	American Airlines	MQ	6
1021116	2008	4	ORD	American Airlines	MQ	1
1021118	2008	4	ORD	American Airlines	MQ	2
1021120	2008	4	ORD	American Airlines	MQ	1
1021122	2008	4	ORD	American Airlines	MQ	1
1021124	2008	4	ORD	American Airlines	MQ	2
1021126	2008	4	ORD	American Airlines	MQ	1
1021128	2008	4	ORD	American Airlines	MQ	1
1021130	2008	4	ORD	American Airlines	MQ	3
1021132	2008	4	ORD	American Airlines	MQ	25
1021134	2008	4	ORD	American Airlines	MQ	1
1021136	2008	4	ORD	American Airlines	MQ	1
1021138	2008	4	ORD	American Airlines	MQ	1
1021140	2008	4	ORD	American Airlines	MQ	1
1021142	2008	4	ORD	American Airlines	MQ	1
1021144	2008	4	ORD	American Airlines	MQ	1
1021146	2008	4	ORD	American Airlines	MQ	1
1021148	2008	4	ORD	American Airlines	MQ	1
1021150	2008	4	ORD	American Airlines	MQ	1
1021152	2008	4	ORD	American Airlines	MQ	1
1021154	2008	4	ORD	American Airlines	MQ	2
1021156	2008	4	ORD	American Airlines	MQ	1
1021158	2008	4	ORD	American Airlines	MQ	1
1021160	2008	4	ORD	American Airlines	MQ	5
1021162	2008	4	ORD	American Airlines	MQ	1
1021164	2008	4	ORD	American Airlines	MQ	1
1021166	2008	4	ORD	American Airlines	MQ	1
1021168	2008	4	ORD	American Airlines	MQ	1
1021170	2008	4	ORD	American Airlines	MQ	1
1021172	2008	4	ORD	American Airlines	MQ	1
1021174	2008	4	ORD	American Airlines	MQ	1
1021176	2008	4	ORD	American Airlines	MQ	3
1021178	2008	4	ORD	American Airlines	MQ	6
1021180	2008	4	ORD	American Airlines	MQ	1
1021182	2008	4	ORD	American Airlines	MQ	1
1021184	2008	4	ORD	American Airlines	MQ	1
1021186	2008	4	ORD	American Airlines	MQ	1
1021188	2008	4	ORD	American Airlines	MQ	1
1021190	2008	4	ORD	American Airlines	MQ	1
1021192	2008	4	ORD	American Airlines	MQ	1
1021194	2008	4	ORD	American Airlines	MQ	1
1021196	2008	4	ORD	American Airlines	MQ	1
1021198	2008	4	ORD	American Airlines	MQ	1
1021200	2008	4	ORD	American Airlines	MQ	3
1021202	2008	4	ORD	American Airlines	MQ	1
1021208	2008	4	ORD	American Airlines	MQ	1
1021210	2008	4	ORD	American Airlines	MQ	1
1021212	2008	4	ORD	American Airlines	MQ	1
1021213	2008	4	ORD	American Airlines	MQ	1
1021214	2008	4	ORD	American Airlines	MQ	1
1021215	2008	4	ORD	American Airlines	MQ	1
1021216	2008	4	ORD	American Airlines	MQ	1
1021217	2008	4	ORD	American Airlines	MQ	1
1021218	2008	4	ORD	American Airlines	MQ	1
1021219	2008	4	ORD	American Airlines	MQ	2
1021220	2008	4	ORD	American Airlines	MQ	1
1021221	2008	4	ORD	American Airlines	MQ	2
1021222	2008	4	ORD	American Airlines	MQ	1
1021223	2008	4	ORD	American Airlines	MQ	1
1021224	2008	4	ORD	American Airlines	MQ	1
1021225	2008	4	ORD	American Airlines	MQ	1
1021226	2008	4	ORD	American Airlines	MQ	1
1021227	2008	4	ORD	American Airlines	MQ	1
1021228	2008	4	ORD	American Airlines	MQ	1
1021229	2008	4	ORD	American Airlines	MQ	1
1021230	2008	4	ORD	American Airlines	MQ	1
1021231	2008	4	ORD	American Airlines	MQ	1
1021232	2008	4	ORD	American Airlines	MQ	1
1021233	2008	4	ORD	American Airlines	MQ	1
1021234	2008	4	ORD	American Airlines	MQ	1
1021235	2008	4	ORD	American Airlines	MQ	1
1021237	2008	4	ORD	American Airlines	MQ	1
1021239	2008	4	ORD	American Airlines	American Airlines	1
1021242	2008	4	ORD	American Airlines	MQ	1
1021244	2008	4	ORD	American Airlines	MQ	1
1021246	2008	4	ORD	American Airlines	MQ	1
1021248	2008	4	ORD	American Airlines	MQ	1
1021250	2008	4	ORD	American Airlines	MQ	1
1021252	2008	4	ORD	American Airlines	MQ	1
1021254	2008	4	ORD	American Airlines	MQ	1
1021256	2008	4	ORD	American Airlines	MQ	1
1021258	2008	4	ORD	American Airlines	MQ	1
1021260	2008	4	ORD	American Airlines	MQ	3
1021262	2008	4	ORD	American Airlines	MQ	1
1021264	2008	4	ORD	American Airlines	MQ	1
1021266	2008	4	ORD	American Airlines	MQ	1
1021268	2008	4	ORD	American Airlines	MQ	1
1021270	2008	4	ORD	American Airlines	MQ	8
1021272	2008	4	ORD	American Airlines	MQ	1
1021274	2008	4	ORD	American Airlines	MQ	6
1021276	2008	4	ORD	American Airlines	MQ	1
1021278	2008	4	ORD	American Airlines	MQ	6
1021280	2008	4	ORD	American Airlines	MQ	1
1021282	2008	4	ORD	American Airlines	MQ	1
1021284	2008	4	ORD	American Airlines	MQ	1
1021286	2008	4	ORD	American Airlines	MQ	3
1021288	2008	4	ORD	American Airlines	MQ	2
1021290	2008	4	ORD	American Airlines	MQ	2
1021292	2008	4	ORD	American Airlines	MQ	6
1021294	2008	4	ORD	American Airlines	MQ	1
1021296	2008	4	ORD	American Airlines	MQ	1
1021298	2008	4	ORD	American Airlines	MQ	2
1021300	2008	4	ORD	American Airlines	MQ	2
1021302	2008	4	ORD	American Airlines	MQ	1
1021304	2008	4	ORD	American Airlines	MQ	1
1021306	2008	4	ORD	American Airlines	MQ	1
1021308	2008	4	ORD	American Airlines	MQ	1
1021310	2008	4	ORD	American Airlines	MQ	1
1021312	2008	4	ORD	American Airlines	MQ	2
1021314	2008	4	ORD	American Airlines	MQ	1
1021316	2008	4	ORD	American Airlines	MQ	6
1021318	2008	4	ORD	American Airlines	MQ	1
1021320	2008	4	ORD	American Airlines	American Airlines	1
1021321	2008	4	ORD	American Airlines	MQ	1
1021323	2008	4	ORD	American Airlines	American Airlines	1
1021325	2008	4	ORD	American Airlines	MQ	1
1021327	2008	4	ORD	American Airlines	American Airlines	1
1021328	2008	4	ORD	American Airlines	MQ	1
1021330	2008	4	ORD	American Airlines	American Airlines	1
1021337	2008	4	ORD	American Airlines	MQ	1
1021338	2008	4	ORD	American Airlines	MQ	1
1021339	2008	4	ORD	American Airlines	MQ	3
1021340	2008	4	ORD	American Airlines	MQ	1
1021341	2008	4	ORD	American Airlines	MQ	1
1021342	2008	4	ORD	American Airlines	MQ	1
1021343	2008	4	ORD	American Airlines	MQ	1
1021344	2008	4	ORD	American Airlines	MQ	1
1021345	2008	4	ORD	American Airlines	MQ	1
1021346	2008	4	ORD	American Airlines	MQ	1
1021347	2008	4	ORD	American Airlines	MQ	1
1021348	2008	4	ORD	American Airlines	MQ	1
1021349	2008	4	ORD	American Airlines	MQ	1
1021350	2008	4	ORD	American Airlines	MQ	3
1021351	2008	4	ORD	American Airlines	MQ	1
1021352	2008	4	ORD	American Airlines	MQ	1
1021353	2008	4	ORD	American Airlines	MQ	1
1021354	2008	4	ORD	American Airlines	MQ	1
1021355	2008	4	ORD	American Airlines	MQ	1
1021356	2008	4	ORD	American Airlines	MQ	1
1021357	2008	4	ORD	American Airlines	MQ	1
1021358	2008	4	ORD	American Airlines	MQ	1
1021359	2008	4	ORD	American Airlines	MQ	4
1021360	2008	4	ORD	American Airlines	MQ	1
1021361	2008	4	ORD	American Airlines	MQ	1
1021362	2008	4	ORD	American Airlines	MQ	3
1021363	2008	4	ORD	American Airlines	MQ	1
1021364	2008	4	ORD	American Airlines	MQ	1
1021365	2008	4	ORD	American Airlines	MQ	1
1021366	2008	4	ORD	American Airlines	MQ	1
1021367	2008	4	ORD	American Airlines	MQ	1
1021368	2008	4	ORD	American Airlines	MQ	1
1021369	2008	4	ORD	American Airlines	MQ	1
1021370	2008	4	ORD	American Airlines	MQ	1
1021371	2008	4	ORD	American Airlines	MQ	1
1021372	2008	4	ORD	British Airways	MQ	1
1021382	2008	4	ORD	American Airlines	MQ	1
1021384	2008	4	ORD	American Airlines	MQ	7
1021386	2008	4	ORD	American Airlines	MQ	2
1021388	2008	4	ORD	American Airlines	MQ	1
1021390	2008	4	ORD	American Airlines	MQ	2
1021392	2008	4	ORD	American Airlines	MQ	1
1021394	2008	4	ORD	American Airlines	MQ	1
1021396	2008	4	ORD	American Airlines	MQ	1
1021398	2008	4	ORD	American Airlines	MQ	3
1021400	2008	4	ORD	American Airlines	MQ	2
1021402	2008	4	ORD	American Airlines	MQ	1
1021404	2008	4	ORD	American Airlines	MQ	1
1021406	2008	4	ORD	American Airlines	MQ	2
1021408	2008	4	ORD	American Airlines	MQ	2
1021410	2008	4	ORD	American Airlines	MQ	1
1021412	2008	4	ORD	American Airlines	MQ	4
1021414	2008	4	ORD	American Airlines	MQ	1
1021416	2008	4	ORD	American Airlines	MQ	1
1021418	2008	4	ORD	American Airlines	MQ	2
1021420	2008	4	ORD	American Airlines	MQ	2
1021422	2008	4	ORD	American Airlines	MQ	1
1021424	2008	4	ORD	American Airlines	MQ	1
1021426	2008	4	ORD	American Airlines	MQ	2
1021428	2008	4	ORD	American Airlines	MQ	1
1021430	2008	4	ORD	American Airlines	MQ	1
1021432	2008	4	ORD	American Airlines	MQ	1
1021434	2008	4	ORD	American Airlines	MQ	2
1021436	2008	4	ORD	American Airlines	MQ	4
1021438	2008	4	ORD	American Airlines	MQ	1
1021440	2008	4	ORD	American Airlines	MQ	1
1021442	2008	4	ORD	American Airlines	MQ	2
1021444	2008	4	ORD	American Airlines	MQ	1
1021446	2008	4	ORD	American Airlines	MQ	1
1021448	2008	4	ORD	American Airlines	MQ	2
1021450	2008	4	ORD	American Airlines	MQ	1
1021452	2008	4	ORD	American Airlines	MQ	1
1021454	2008	4	ORD	American Airlines	MQ	3
1021456	2008	4	ORD	American Airlines	MQ	1
1021458	2008	4	ORD	American Airlines	MQ	1
1021460	2008	4	ORD	American Airlines	MQ	5
1021462	2008	4	ORD	American Airlines	MQ	1
1021464	2008	4	ORD	American Airlines	MQ	6
1021466	2008	4	ORD	American Airlines	MQ	2
1021468	2008	4	ORD	American Airlines	MQ	1
1021470	2008	4	ORD	American Airlines	MQ	1
1021472	2008	4	ORD	American Airlines	MQ	2
1021474	2008	4	ORD	American Airlines	MQ	2
1021476	2008	4	ORD	American Airlines	MQ	1
1021478	2008	4	ORD	American Airlines	MQ	1
1021480	2008	4	ORD	American Airlines	MQ	2
1021482	2008	4	ORD	American Airlines	MQ	1
1021484	2008	4	ORD	American Airlines	MQ	1
1021486	2008	4	ORD	American Airlines	MQ	1
1021488	2008	4	ORD	American Airlines	MQ	1
1021490	2008	4	ORD	American Airlines	MQ	3
1021492	2008	4	ORD	American Airlines	MQ	1
1021494	2008	4	ORD	American Airlines	MQ	3
1021496	2008	4	ORD	American Airlines	MQ	1
1021498	2008	4	ORD	American Airlines	MQ	2
1021500	2008	4	ORD	American Airlines	MQ	5
1021502	2008	4	ORD	American Airlines	MQ	1
1021504	2008	4	ORD	American Airlines	MQ	2
1021506	2008	4	ORD	American Airlines	MQ	1
1021508	2008	4	ORD	American Airlines	MQ	1
1021510	2008	4	ORD	American Airlines	MQ	1
1021512	2008	4	ORD	American Airlines	MQ	1
1021514	2008	4	ORD	American Airlines	MQ	1
1021516	2008	4	ORD	American Airlines	MQ	1
1021518	2008	4	ORD	American Airlines	MQ	1
1021520	2008	4	ORD	American Airlines	MQ	1
1021522	2008	4	ORD	American Airlines	MQ	1
1021524	2008	4	ORD	American Airlines	MQ	2
1021526	2008	4	ORD	American Airlines	MQ	2
1021528	2008	4	ORD	American Airlines	MQ	1
1021530	2008	4	ORD	American Airlines	MQ	1
1021532	2008	4	ORD	American Airlines	MQ	1
1021534	2008	4	ORD	American Airlines	MQ	3
1021536	2008	4	ORD	American Airlines	MQ	1
1021538	2008	4	ORD	American Airlines	MQ	1
1021540	2008	4	ORD	United Air Lines	United Air Lines	1
1021541	2008	4	ORD	American Airlines	MQ	1
1021544	2008	4	ORD	American Airlines	MQ	1
1021546	2008	4	ORD	American Airlines	American Airlines	1
1021547	2008	4	ORD	American Airlines	MQ	1
1021549	2008	4	ORD	American Airlines	American Airlines	1
1021550	2008	4	ORD	American Airlines	MQ	1
1021552	2008	4	ORD	United Air Lines	United Air Lines	1
1021553	2008	4	ORD	American Airlines	MQ	1
1021555	2008	4	ORD	American Airlines	MQ	1
1021556	2008	4	ORD	American Airlines	MQ	1
1021557	2008	4	ORD	American Airlines	MQ	2
1021558	2008	4	ORD	American Airlines	MQ	1
1021559	2008	4	ORD	American Airlines	MQ	4
1021560	2008	4	ORD	American Airlines	MQ	14
1021561	2008	4	ORD	American Airlines	MQ	1
1021562	2008	4	ORD	American Airlines	MQ	1
1021563	2008	4	ORD	American Airlines	MQ	1
1021564	2008	4	ORD	American Airlines	MQ	1
1021565	2008	4	ORD	American Airlines	MQ	1
1021566	2008	4	ORD	American Airlines	MQ	1
1021567	2008	4	ORD	American Airlines	MQ	2
1021568	2008	4	ORD	American Airlines	MQ	2
1021569	2008	4	ORD	American Airlines	MQ	5
1021570	2008	4	ORD	American Airlines	MQ	1
1021571	2008	4	ORD	American Airlines	MQ	2
1021572	2008	4	ORD	American Airlines	MQ	1
1021573	2008	4	ORD	American Airlines	MQ	1
1021574	2008	4	ORD	American Airlines	MQ	1
1021575	2008	4	ORD	American Airlines	MQ	3
1021576	2008	4	ORD	American Airlines	MQ	2
1021577	2008	4	ORD	American Airlines	MQ	8
1021578	2008	4	ORD	American Airlines	MQ	2
1021579	2008	4	ORD	American Airlines	MQ	4
1021580	2008	4	ORD	American Airlines	MQ	2
1021581	2008	4	ORD	American Airlines	MQ	3
1021582	2008	4	ORD	American Airlines	MQ	1
1021583	2008	4	ORD	American Airlines	MQ	1
1021584	2008	4	ORD	American Airlines	MQ	1
1021585	2008	4	ORD	American Airlines	MQ	1
1021586	2008	4	ORD	American Airlines	MQ	1
1021587	2008	4	ORD	American Airlines	MQ	1
1021588	2008	4	ORD	American Airlines	MQ	1
1021589	2008	4	ORD	American Airlines	MQ	1
1021590	2008	4	ORD	American Airlines	MQ	1
1021591	2008	4	ORD	American Airlines	MQ	1
1021592	2008	4	ORD	American Airlines	MQ	2
1021593	2008	4	ORD	American Airlines	MQ	1
1021594	2008	4	ORD	American Airlines	MQ	1
1021595	2008	4	ORD	American Airlines	MQ	3
1021596	2008	4	ORD	American Airlines	MQ	1
1021597	2008	4	ORD	American Airlines	MQ	1
1021598	2008	4	ORD	American Airlines	MQ	3
1021599	2008	4	ORD	American Airlines	MQ	1
