	year	origin	dest	dest_state_nm
750	2008	ORD	RDU	North Carolina
771	2008	ORD	RDU	North Carolina
1591	2008	ORD	RDU	North Carolina
2523	2008	ORD	RDU	North Carolina
3289	2008	ORD	RIC	Virginia
3351	2008	ORD	RIC	Virginia
3353	2008	ORD	RIC	Virginia
3355	2008	ORD	RIC	Virginia
3544	2008	ORD	RIC	Virginia
3975	2008	ORD	MFR	Oregon
3977	2008	ORD	MFR	Oregon
3979	2008	ORD	MFR	Oregon
3981	2008	ORD	MFR	Oregon
3989	2008	ORD	MFR	Oregon
3991	2008	ORD	MFR	Oregon
3993	2008	ORD	MFR	Oregon
3995	2008	ORD	MFR	Oregon
3997	2008	ORD	MFR	Oregon
3999	2008	ORD	MFR	Oregon
4001	2008	ORD	MFR	Oregon
4003	2008	ORD	SLC	Utah
4237	2008	ORD	MFR	Oregon
4239	2008	ORD	MFR	Oregon
4459	2008	ORD	MFR	Oregon
4461	2008	ORD	MFR	Oregon
4463	2008	ORD	MFR	Oregon
4465	2008	ORD	MFR	Oregon
4496	2008	ORD	MFR	Oregon
4498	2008	ORD	MFR	Oregon
4516	2008	ORD	MFR	Oregon
4518	2008	ORD	MFR	Oregon
4524	2008	ORD	MFR	Oregon
4526	2008	ORD	MFR	Oregon
4528	2008	ORD	MFR	Oregon
4530	2008	ORD	MFR	Oregon
4536	2008	ORD	MFR	Oregon
4538	2008	ORD	MFR	Oregon
4546	2008	ORD	MFR	Oregon
4548	2008	ORD	MFR	Oregon
4550	2008	ORD	MFR	Oregon
4552	2008	ORD	MFR	Oregon
4554	2008	ORD	MFR	Oregon
4556	2008	ORD	MFR	Oregon
4558	2008	ORD	MFR	Oregon
4560	2008	ORD	MFR	Oregon
4562	2008	ORD	MFR	Oregon
4564	2008	ORD	MFR	Oregon
4566	2008	ORD	MFR	Oregon
4568	2008	ORD	MFR	Oregon
4579	2008	ORD	MFR	Oregon
4581	2008	ORD	MFR	Oregon
4583	2008	ORD	MFR	Oregon
4585	2008	ORD	MFR	Oregon
4587	2008	ORD	MFR	Oregon
4589	2008	ORD	MFR	Oregon
4591	2008	ORD	MFR	Oregon
4593	2008	ORD	MFR	Oregon
4595	2008	ORD	MFR	Oregon
4613	2008	ORD	MFR	Oregon
4615	2008	ORD	MFR	Oregon
5679	2008	ORD	MFR	Oregon
5681	2008	ORD	MFR	Oregon
5711	2008	ORD	MFR	Oregon
5713	2008	ORD	MFR	Oregon
5715	2008	ORD	MFR	Oregon
5717	2008	ORD	MFR	Oregon
5724	2008	ORD	MFR	Oregon
5726	2008	ORD	PDX	Oregon
5728	2008	ORD	MFR	Oregon
5732	2008	ORD	MFR	Oregon
5734	2008	ORD	MFR	Oregon
5736	2008	ORD	MFR	Oregon
5744	2008	ORD	MFR	Oregon
5746	2008	ORD	MFR	Oregon
6741	2008	ORD	MFR	Oregon
6743	2008	ORD	MFR	Oregon
9225	2008	ORD	ASE	Colorado
10474	2008	ORD	LNK	Nebraska
10769	2008	ORD	CLT	North Carolina
10826	2008	ORD	MCI	Missouri
10832	2008	ORD	MKE	Wisconsin
10834	2008	ORD	MKE	Wisconsin
10836	2008	ORD	MKE	Wisconsin
10838	2008	ORD	MKE	Wisconsin
10840	2008	ORD	MKE	Wisconsin
10843	2008	ORD	MSN	Wisconsin
13165	2008	ORD	MLI	Illinois
13167	2008	ORD	MLI	Illinois
13169	2008	ORD	MLI	Illinois
13508	2008	ORD	MOD	California
13510	2008	ORD	MOD	California
13824	2008	ORD	MOD	California
13826	2008	ORD	MOD	California
13828	2008	ORD	MOD	California
13830	2008	ORD	MOD	California
13838	2008	ORD	MOD	California
13840	2008	ORD	MOD	California
13842	2008	ORD	MOD	California
13844	2008	ORD	MOD	California
13846	2008	ORD	MOD	California
14154	2008	ORD	FAT	California
14156	2008	ORD	MOD	California
14535	2008	ORD	MOD	California
14537	2008	ORD	MOD	California
14569	2008	ORD	MOD	California
14571	2008	ORD	MOD	California
14573	2008	ORD	MOD	California
14575	2008	ORD	MOD	California
14577	2008	ORD	MOD	California
14579	2008	ORD	MOD	California
14581	2008	ORD	MOD	California
14583	2008	ORD	MOD	California
14585	2008	ORD	MOD	California
14587	2008	ORD	MOD	California
14589	2008	ORD	MOD	California
14591	2008	ORD	MOD	California
14593	2008	ORD	MOD	California
14595	2008	ORD	MOD	California
14597	2008	ORD	MOD	California
14599	2008	ORD	MOD	California
14601	2008	ORD	MOD	California
14603	2008	ORD	MOD	California
14605	2008	ORD	MOD	California
15062	2008	ORD	MRY	California
15183	2008	ORD	MRY	California
15349	2008	ORD	MRY	California
15351	2008	ORD	MRY	California
15353	2008	ORD	SFO	California
15408	2008	ORD	MRY	California
15416	2008	ORD	MRY	California
15422	2008	ORD	MRY	California
15424	2008	ORD	MRY	California
15426	2008	ORD	MRY	California
15428	2008	ORD	MRY	California
15430	2008	ORD	MRY	California
15850	2008	ORD	MRY	California
15852	2008	ORD	MRY	California
15866	2008	ORD	MRY	California
15868	2008	ORD	MRY	California
15870	2008	ORD	MRY	California
15874	2008	ORD	MRY	California
16498	2008	ORD	MRY	California
16503	2008	ORD	MRY	California
16505	2008	ORD	MRY	California
16507	2008	ORD	MRY	California
16528	2008	ORD	SFO	California
16530	2008	ORD	MRY	California
16532	2008	ORD	MRY	California
16534	2008	ORD	MRY	California
16536	2008	ORD	MRY	California
16538	2008	ORD	MRY	California
16540	2008	ORD	MRY	California
16542	2008	ORD	MRY	California
16544	2008	ORD	MRY	California
16546	2008	ORD	MRY	California
18129	2008	ORD	FSD	South Dakota
18895	2008	ORD	BWI	Maryland
18934	2008	ORD	ORF	Virginia
19228	2008	ORD	SGF	Missouri
19626	2008	ORD	MSN	Wisconsin
19628	2008	ORD	MSN	Wisconsin
19630	2008	ORD	MSN	Wisconsin
20340	2008	ORD	MSO	Montana
20973	2008	ORD	DEN	Colorado
20975	2008	ORD	MSO	Montana
20977	2008	ORD	MSO	Montana
20979	2008	ORD	MSO	Montana
20981	2008	ORD	MSO	Montana
20983	2008	ORD	MSO	Montana
20985	2008	ORD	MSO	Montana
20987	2008	ORD	MSO	Montana
20989	2008	ORD	MSO	Montana
20991	2008	ORD	BIL	Montana
21003	2008	ORD	SEA	Washington
22344	2008	ORD	MSO	Montana
22473	2008	ORD	MSO	Montana
22475	2008	ORD	MSO	Montana
22477	2008	ORD	MSO	Montana
22479	2008	ORD	MSO	Montana
22481	2008	ORD	MSO	Montana
26572	2008	ORD	OAK	California
26574	2008	ORD	OAK	California
26576	2008	ORD	OAK	California
26578	2008	ORD	OAK	California
26580	2008	ORD	OAK	California
26582	2008	ORD	OAK	California
26584	2008	ORD	OAK	California
26586	2008	ORD	OAK	California
26593	2008	ORD	SFO	California
27670	2008	ORD	OAK	California
27672	2008	ORD	OAK	California
27674	2008	ORD	OAK	California
28185	2008	ORD	OKC	Oklahoma
28674	2008	ORD	GUC	Colorado
28676	2008	ORD	OKC	Oklahoma
28709	2008	ORD	LNK	Nebraska
28711	2008	ORD	OKC	Oklahoma
28729	2008	ORD	OKC	Oklahoma
28731	2008	ORD	OKC	Oklahoma
28733	2008	ORD	OKC	Oklahoma
28735	2008	ORD	OKC	Oklahoma
28737	2008	ORD	OKC	Oklahoma
28739	2008	ORD	OKC	Oklahoma
28741	2008	ORD	OKC	Oklahoma
28743	2008	ORD	OKC	Oklahoma
28745	2008	ORD	OKC	Oklahoma
28747	2008	ORD	OKC	Oklahoma
28749	2008	ORD	OKC	Oklahoma
28751	2008	ORD	OKC	Oklahoma
28753	2008	ORD	OKC	Oklahoma
28755	2008	ORD	OKC	Oklahoma
28757	2008	ORD	OKC	Oklahoma
28759	2008	ORD	OKC	Oklahoma
28761	2008	ORD	OKC	Oklahoma
28763	2008	ORD	OKC	Oklahoma
28765	2008	ORD	OKC	Oklahoma
28767	2008	ORD	OKC	Oklahoma
28769	2008	ORD	OKC	Oklahoma
28771	2008	ORD	OKC	Oklahoma
28773	2008	ORD	OKC	Oklahoma
28775	2008	ORD	OKC	Oklahoma
28777	2008	ORD	OKC	Oklahoma
28779	2008	ORD	OKC	Oklahoma
28781	2008	ORD	OKC	Oklahoma
28783	2008	ORD	OKC	Oklahoma
28785	2008	ORD	OKC	Oklahoma
28787	2008	ORD	OKC	Oklahoma
28789	2008	ORD	OKC	Oklahoma
28791	2008	ORD	OKC	Oklahoma
28793	2008	ORD	OKC	Oklahoma
28795	2008	ORD	OKC	Oklahoma
28797	2008	ORD	OKC	Oklahoma
28799	2008	ORD	OKC	Oklahoma
28801	2008	ORD	OKC	Oklahoma
28803	2008	ORD	OKC	Oklahoma
28805	2008	ORD	OKC	Oklahoma
28807	2008	ORD	OKC	Oklahoma
28809	2008	ORD	OKC	Oklahoma
28811	2008	ORD	OKC	Oklahoma
28813	2008	ORD	OKC	Oklahoma
28815	2008	ORD	OKC	Oklahoma
28834	2008	ORD	OKC	Oklahoma
28838	2008	ORD	TUL	Oklahoma
28840	2008	ORD	TUL	Oklahoma
29512	2008	ORD	DSM	Iowa
29532	2008	ORD	FAR	North Dakota
29643	2008	ORD	LNK	Nebraska
29647	2008	ORD	MCI	Missouri
29716	2008	ORD	MSP	Minnesota
29718	2008	ORD	OMA	Nebraska
29720	2008	ORD	MSP	Minnesota
29722	2008	ORD	OMA	Nebraska
29724	2008	ORD	MSP	Minnesota
29726	2008	ORD	OMA	Nebraska
29728	2008	ORD	MSP	Minnesota
29730	2008	ORD	OMA	Nebraska
29742	2008	ORD	OMA	Nebraska
29744	2008	ORD	OMA	Nebraska
29746	2008	ORD	OMA	Nebraska
29748	2008	ORD	OMA	Nebraska
29750	2008	ORD	OMA	Nebraska
29752	2008	ORD	OMA	Nebraska
29754	2008	ORD	OMA	Nebraska
29756	2008	ORD	OMA	Nebraska
29758	2008	ORD	OMA	Nebraska
29760	2008	ORD	OMA	Nebraska
29762	2008	ORD	OMA	Nebraska
29764	2008	ORD	OMA	Nebraska
29766	2008	ORD	OMA	Nebraska
29768	2008	ORD	OMA	Nebraska
29770	2008	ORD	OMA	Nebraska
29772	2008	ORD	OMA	Nebraska
29774	2008	ORD	OMA	Nebraska
29776	2008	ORD	OMA	Nebraska
29778	2008	ORD	OMA	Nebraska
29780	2008	ORD	OMA	Nebraska
29782	2008	ORD	OMA	Nebraska
29784	2008	ORD	OMA	Nebraska
29786	2008	ORD	OMA	Nebraska
29788	2008	ORD	OMA	Nebraska
29790	2008	ORD	OMA	Nebraska
29792	2008	ORD	OMA	Nebraska
29794	2008	ORD	OMA	Nebraska
29796	2008	ORD	OMA	Nebraska
29798	2008	ORD	OMA	Nebraska
29800	2008	ORD	OMA	Nebraska
29802	2008	ORD	OMA	Nebraska
29804	2008	ORD	OMA	Nebraska
29806	2008	ORD	OMA	Nebraska
29808	2008	ORD	OMA	Nebraska
29810	2008	ORD	OMA	Nebraska
29812	2008	ORD	OMA	Nebraska
29814	2008	ORD	OMA	Nebraska
29816	2008	ORD	OMA	Nebraska
29818	2008	ORD	OMA	Nebraska
29820	2008	ORD	OMA	Nebraska
29822	2008	ORD	OMA	Nebraska
29824	2008	ORD	OMA	Nebraska
29826	2008	ORD	OMA	Nebraska
29828	2008	ORD	OMA	Nebraska
29830	2008	ORD	OMA	Nebraska
29832	2008	ORD	OMA	Nebraska
29834	2008	ORD	OMA	Nebraska
29836	2008	ORD	OMA	Nebraska
29838	2008	ORD	OMA	Nebraska
29840	2008	ORD	OMA	Nebraska
29842	2008	ORD	OMA	Nebraska
29844	2008	ORD	OMA	Nebraska
29846	2008	ORD	OMA	Nebraska
29848	2008	ORD	OMA	Nebraska
29850	2008	ORD	OMA	Nebraska
29852	2008	ORD	OMA	Nebraska
29854	2008	ORD	OMA	Nebraska
29856	2008	ORD	OMA	Nebraska
29858	2008	ORD	OMA	Nebraska
29860	2008	ORD	OMA	Nebraska
29862	2008	ORD	OMA	Nebraska
29864	2008	ORD	OMA	Nebraska
29866	2008	ORD	OMA	Nebraska
29868	2008	ORD	OMA	Nebraska
29870	2008	ORD	OMA	Nebraska
29872	2008	ORD	OMA	Nebraska
29874	2008	ORD	OMA	Nebraska
29876	2008	ORD	OMA	Nebraska
29878	2008	ORD	OMA	Nebraska
29880	2008	ORD	OMA	Nebraska
29882	2008	ORD	OMA	Nebraska
29884	2008	ORD	OMA	Nebraska
29886	2008	ORD	OMA	Nebraska
29888	2008	ORD	OMA	Nebraska
29890	2008	ORD	OMA	Nebraska
29892	2008	ORD	OMA	Nebraska
29894	2008	ORD	OMA	Nebraska
29896	2008	ORD	OMA	Nebraska
29898	2008	ORD	OMA	Nebraska
29900	2008	ORD	OMA	Nebraska
29902	2008	ORD	OMA	Nebraska
29904	2008	ORD	OMA	Nebraska
29906	2008	ORD	OMA	Nebraska
29908	2008	ORD	OMA	Nebraska
29910	2008	ORD	OMA	Nebraska
29912	2008	ORD	OMA	Nebraska
29914	2008	ORD	OMA	Nebraska
29916	2008	ORD	OMA	Nebraska
29918	2008	ORD	OMA	Nebraska
29920	2008	ORD	OMA	Nebraska
29922	2008	ORD	OMA	Nebraska
29924	2008	ORD	OMA	Nebraska
29926	2008	ORD	OMA	Nebraska
29928	2008	ORD	OMA	Nebraska
29930	2008	ORD	OMA	Nebraska
29932	2008	ORD	OMA	Nebraska
29934	2008	ORD	OMA	Nebraska
30032	2008	ORD	SGF	Missouri
30034	2008	ORD	SGF	Missouri
30036	2008	ORD	OMA	Nebraska
30038	2008	ORD	SGF	Missouri
30040	2008	ORD	OMA	Nebraska
30048	2008	ORD	OMA	Nebraska
30859	2008	ORD	ONT	California
31602	2008	ORD	ONT	California
31605	2008	ORD	ONT	California
31607	2008	ORD	ONT	California
31609	2008	ORD	ONT	California
31611	2008	ORD	ONT	California
31613	2008	ORD	ONT	California
31618	2008	ORD	ONT	California
31632	2008	ORD	ONT	California
31634	2008	ORD	ONT	California
31636	2008	ORD	ONT	California
31638	2008	ORD	ONT	California
31640	2008	ORD	ONT	California
31642	2008	ORD	SMF	California
31644	2008	ORD	SNA	California
31800	2008	ORD	ONT	California
32319	2008	ORD	ONT	California
32323	2008	ORD	ONT	California
32325	2008	ORD	ONT	California
32327	2008	ORD	ONT	California
32329	2008	ORD	ONT	California
32331	2008	ORD	ONT	California
32406	2008	ORD	ABE	Pennsylvania
32407	2008	ORD	ABE	Pennsylvania
32408	2008	ORD	ABE	Pennsylvania
32409	2008	ORD	ABE	Pennsylvania
32410	2008	ORD	ABE	Pennsylvania
32411	2008	ORD	ABE	Pennsylvania
32412	2008	ORD	ABE	Pennsylvania
32413	2008	ORD	ABE	Pennsylvania
32414	2008	ORD	ABE	Pennsylvania
32415	2008	ORD	ABE	Pennsylvania
32416	2008	ORD	ABE	Pennsylvania
32417	2008	ORD	ABE	Pennsylvania
32418	2008	ORD	ABE	Pennsylvania
32419	2008	ORD	ABE	Pennsylvania
32420	2008	ORD	ABE	Pennsylvania
32421	2008	ORD	ABE	Pennsylvania
32422	2008	ORD	ABE	Pennsylvania
32423	2008	ORD	ABE	Pennsylvania
32424	2008	ORD	ABE	Pennsylvania
32425	2008	ORD	ABE	Pennsylvania
32426	2008	ORD	ABE	Pennsylvania
32427	2008	ORD	ABE	Pennsylvania
32428	2008	ORD	ABE	Pennsylvania
32430	2008	ORD	BOS	Massachusetts
32432	2008	ORD	CLT	North Carolina
32433	2008	ORD	EWR	New Jersey
32435	2008	ORD	IAD	Virginia
32437	2008	ORD	IAD	Virginia
32439	2008	ORD	ABE	Pennsylvania
32441	2008	ORD	ABE	Pennsylvania
32443	2008	ORD	IAD	Virginia
32445	2008	ORD	ABE	Pennsylvania
32447	2008	ORD	ABE	Pennsylvania
32449	2008	ORD	ABE	Pennsylvania
32451	2008	ORD	ABE	Pennsylvania
32453	2008	ORD	ABE	Pennsylvania
32455	2008	ORD	ABE	Pennsylvania
32457	2008	ORD	ABE	Pennsylvania
32459	2008	ORD	ABE	Pennsylvania
32461	2008	ORD	ABE	Pennsylvania
32463	2008	ORD	ABE	Pennsylvania
32465	2008	ORD	ABE	Pennsylvania
32467	2008	ORD	ABE	Pennsylvania
32469	2008	ORD	ABE	Pennsylvania
32471	2008	ORD	ABE	Pennsylvania
32473	2008	ORD	ABE	Pennsylvania
32475	2008	ORD	ABE	Pennsylvania
32477	2008	ORD	ABE	Pennsylvania
32479	2008	ORD	ABE	Pennsylvania
32481	2008	ORD	ABE	Pennsylvania
32483	2008	ORD	ABE	Pennsylvania
32485	2008	ORD	ABE	Pennsylvania
32487	2008	ORD	ABE	Pennsylvania
32489	2008	ORD	ABE	Pennsylvania
32491	2008	ORD	ABE	Pennsylvania
32493	2008	ORD	ABE	Pennsylvania
32495	2008	ORD	ABE	Pennsylvania
32497	2008	ORD	ABE	Pennsylvania
32499	2008	ORD	ABE	Pennsylvania
32501	2008	ORD	ABE	Pennsylvania
32503	2008	ORD	ABE	Pennsylvania
32505	2008	ORD	ABE	Pennsylvania
32507	2008	ORD	ABE	Pennsylvania
32509	2008	ORD	ABE	Pennsylvania
32511	2008	ORD	ABE	Pennsylvania
32513	2008	ORD	ABE	Pennsylvania
32515	2008	ORD	ABE	Pennsylvania
32517	2008	ORD	ABE	Pennsylvania
32519	2008	ORD	ABE	Pennsylvania
32521	2008	ORD	ABE	Pennsylvania
32523	2008	ORD	ABE	Pennsylvania
32525	2008	ORD	ABE	Pennsylvania
32527	2008	ORD	ABE	Pennsylvania
32529	2008	ORD	ABE	Pennsylvania
32531	2008	ORD	ABE	Pennsylvania
32533	2008	ORD	ABE	Pennsylvania
32535	2008	ORD	ASE	Colorado
32536	2008	ORD	ASE	Colorado
32537	2008	ORD	ASE	Colorado
32538	2008	ORD	ASE	Colorado
32539	2008	ORD	ASE	Colorado
32540	2008	ORD	ASE	Colorado
32541	2008	ORD	ASE	Colorado
32542	2008	ORD	ASE	Colorado
32543	2008	ORD	ASE	Colorado
32544	2008	ORD	ASE	Colorado
32545	2008	ORD	ASE	Colorado
32546	2008	ORD	ASE	Colorado
32547	2008	ORD	ASE	Colorado
32548	2008	ORD	ASE	Colorado
32549	2008	ORD	ASE	Colorado
32550	2008	ORD	DEN	Colorado
32551	2008	ORD	DEN	Colorado
32552	2008	ORD	DEN	Colorado
32553	2008	ORD	DEN	Colorado
32554	2008	ORD	DEN	Colorado
32555	2008	ORD	DEN	Colorado
32556	2008	ORD	DEN	Colorado
32558	2008	ORD	COS	Colorado
32559	2008	ORD	DEN	Colorado
32561	2008	ORD	IAH	Texas
32562	2008	ORD	DEN	Colorado
32564	2008	ORD	DEN	Colorado
32566	2008	ORD	DEN	Colorado
32568	2008	ORD	ASE	Colorado
32570	2008	ORD	ASE	Colorado
32572	2008	ORD	ASE	Colorado
32574	2008	ORD	ASE	Colorado
32576	2008	ORD	ASE	Colorado
32578	2008	ORD	ASE	Colorado
32580	2008	ORD	ASE	Colorado
32582	2008	ORD	ASE	Colorado
32584	2008	ORD	ASE	Colorado
32586	2008	ORD	ASE	Colorado
32588	2008	ORD	ASE	Colorado
32590	2008	ORD	ASE	Colorado
32592	2008	ORD	ASE	Colorado
32594	2008	ORD	ASE	Colorado
32596	2008	ORD	ASE	Colorado
32598	2008	ORD	ASE	Colorado
32600	2008	ORD	ASE	Colorado
32602	2008	ORD	ASE	Colorado
32604	2008	ORD	ASE	Colorado
32606	2008	ORD	ASE	Colorado
32608	2008	ORD	ASE	Colorado
32610	2008	ORD	ASE	Colorado
32612	2008	ORD	ASE	Colorado
32614	2008	ORD	ASE	Colorado
32616	2008	ORD	ASE	Colorado
32618	2008	ORD	ASE	Colorado
32620	2008	ORD	ASE	Colorado
32622	2008	ORD	ASE	Colorado
32624	2008	ORD	ASE	Colorado
32626	2008	ORD	ASE	Colorado
32628	2008	ORD	ASE	Colorado
32630	2008	ORD	ASE	Colorado
32632	2008	ORD	ASE	Colorado
32634	2008	ORD	ASE	Colorado
32636	2008	ORD	ASE	Colorado
32638	2008	ORD	ASE	Colorado
32640	2008	ORD	ASE	Colorado
32642	2008	ORD	ASE	Colorado
32644	2008	ORD	ASE	Colorado
32646	2008	ORD	ASE	Colorado
32648	2008	ORD	ASE	Colorado
32650	2008	ORD	ASE	Colorado
32652	2008	ORD	ASE	Colorado
32654	2008	ORD	ASE	Colorado
32656	2008	ORD	ASE	Colorado
32658	2008	ORD	ASE	Colorado
32660	2008	ORD	PHX	Arizona
32661	2008	ORD	ASE	Colorado
32663	2008	ORD	SFO	California
32665	2008	ORD	ASE	Colorado
32667	2008	ORD	ASE	Colorado
32669	2008	ORD	LAX	California
32670	2008	ORD	ONT	California
32672	2008	ORD	ASE	Colorado
32674	2008	ORD	ASE	Colorado
32676	2008	ORD	ASE	Colorado
32678	2008	ORD	ASE	Colorado
32680	2008	ORD	ASE	Colorado
32682	2008	ORD	ASE	Colorado
32684	2008	ORD	ASE	Colorado
32686	2008	ORD	ASE	Colorado
32688	2008	ORD	ASE	Colorado
32690	2008	ORD	ASE	Colorado
32692	2008	ORD	ASE	Colorado
32694	2008	ORD	ASE	Colorado
32696	2008	ORD	ASE	Colorado
32698	2008	ORD	ASE	Colorado
32700	2008	ORD	ASE	Colorado
32702	2008	ORD	ASE	Colorado
32704	2008	ORD	ASE	Colorado
32706	2008	ORD	ASE	Colorado
32708	2008	ORD	ASE	Colorado
32710	2008	ORD	ASE	Colorado
32712	2008	ORD	ASE	Colorado
32714	2008	ORD	ASE	Colorado
32716	2008	ORD	ASE	Colorado
32718	2008	ORD	ASE	Colorado
32720	2008	ORD	ASE	Colorado
32722	2008	ORD	ASE	Colorado
32724	2008	ORD	ASE	Colorado
32726	2008	ORD	ASE	Colorado
32728	2008	ORD	ASE	Colorado
32730	2008	ORD	ASE	Colorado
32732	2008	ORD	ASE	Colorado
32734	2008	ORD	ASE	Colorado
32736	2008	ORD	ASE	Colorado
32738	2008	ORD	ASE	Colorado
32740	2008	ORD	ASE	Colorado
32742	2008	ORD	ASE	Colorado
32744	2008	ORD	ASE	Colorado
32746	2008	ORD	ASE	Colorado
32748	2008	ORD	ASE	Colorado
32750	2008	ORD	ASE	Colorado
32752	2008	ORD	ASE	Colorado
32754	2008	ORD	ASE	Colorado
32756	2008	ORD	ASE	Colorado
32758	2008	ORD	ASE	Colorado
32760	2008	ORD	ASE	Colorado
32762	2008	ORD	ASE	Colorado
32764	2008	ORD	ASE	Colorado
32766	2008	ORD	ASE	Colorado
32768	2008	ORD	ASE	Colorado
32770	2008	ORD	ASE	Colorado
32772	2008	ORD	ASE	Colorado
32774	2008	ORD	ASE	Colorado
32776	2008	ORD	ASE	Colorado
32778	2008	ORD	ASE	Colorado
32780	2008	ORD	ASE	Colorado
32782	2008	ORD	ASE	Colorado
32784	2008	ORD	ASE	Colorado
32786	2008	ORD	ASE	Colorado
32788	2008	ORD	ASE	Colorado
32790	2008	ORD	ASE	Colorado
32792	2008	ORD	ASE	Colorado
32794	2008	ORD	ASE	Colorado
32796	2008	ORD	ASE	Colorado
32798	2008	ORD	ASE	Colorado
32800	2008	ORD	ASE	Colorado
32802	2008	ORD	ASE	Colorado
32804	2008	ORD	ASE	Colorado
32806	2008	ORD	ASE	Colorado
32808	2008	ORD	ASE	Colorado
32810	2008	ORD	ASE	Colorado
32812	2008	ORD	ASE	Colorado
32814	2008	ORD	ASE	Colorado
32816	2008	ORD	ASE	Colorado
32818	2008	ORD	ASE	Colorado
32820	2008	ORD	ASE	Colorado
32822	2008	ORD	ASE	Colorado
32824	2008	ORD	ASE	Colorado
32826	2008	ORD	ASE	Colorado
32828	2008	ORD	ASE	Colorado
32830	2008	ORD	ASE	Colorado
32832	2008	ORD	ASE	Colorado
32834	2008	ORD	ASE	Colorado
32836	2008	ORD	ASE	Colorado
32838	2008	ORD	ASE	Colorado
32840	2008	ORD	ASE	Colorado
32842	2008	ORD	ASE	Colorado
32844	2008	ORD	ASE	Colorado
32846	2008	ORD	ASE	Colorado
32848	2008	ORD	ASE	Colorado
32850	2008	ORD	ASE	Colorado
32852	2008	ORD	ASE	Colorado
32854	2008	ORD	ASE	Colorado
32856	2008	ORD	ASE	Colorado
32858	2008	ORD	ASE	Colorado
32860	2008	ORD	ASE	Colorado
32862	2008	ORD	ASE	Colorado
32864	2008	ORD	ASE	Colorado
32866	2008	ORD	ASE	Colorado
32868	2008	ORD	ASE	Colorado
32870	2008	ORD	ASE	Colorado
32872	2008	ORD	ASE	Colorado
32874	2008	ORD	ASE	Colorado
32876	2008	ORD	ASE	Colorado
32878	2008	ORD	ASE	Colorado
32880	2008	ORD	ASE	Colorado
32882	2008	ORD	ASE	Colorado
32884	2008	ORD	ASE	Colorado
32886	2008	ORD	ASE	Colorado
32888	2008	ORD	ASE	Colorado
32890	2008	ORD	ASE	Colorado
32892	2008	ORD	ASE	Colorado
32894	2008	ORD	ASE	Colorado
32896	2008	ORD	ASE	Colorado
32898	2008	ORD	ASE	Colorado
32900	2008	ORD	ASE	Colorado
32902	2008	ORD	ASE	Colorado
32904	2008	ORD	ASE	Colorado
32906	2008	ORD	ASE	Colorado
32908	2008	ORD	ASE	Colorado
32910	2008	ORD	ASE	Colorado
32912	2008	ORD	ASE	Colorado
32914	2008	ORD	ASE	Colorado
32916	2008	ORD	ASE	Colorado
32918	2008	ORD	ASE	Colorado
32920	2008	ORD	ASE	Colorado
32922	2008	ORD	ASE	Colorado
32924	2008	ORD	ASE	Colorado
32926	2008	ORD	ASE	Colorado
32928	2008	ORD	ASE	Colorado
32930	2008	ORD	EWR	New Jersey
32931	2008	ORD	ASE	Colorado
32933	2008	ORD	JAX	Florida
32934	2008	ORD	ATL	Georgia
32935	2008	ORD	ATL	Georgia
32936	2008	ORD	ATL	Georgia
32937	2008	ORD	ATL	Georgia
32938	2008	ORD	ATL	Georgia
32939	2008	ORD	ATL	Georgia
32940	2008	ORD	ATL	Georgia
32941	2008	ORD	ATL	Georgia
32942	2008	ORD	ATL	Georgia
32943	2008	ORD	ATL	Georgia
32944	2008	ORD	ATL	Georgia
32945	2008	ORD	ATL	Georgia
32946	2008	ORD	ATL	Georgia
32947	2008	ORD	ATL	Georgia
32948	2008	ORD	ATL	Georgia
32949	2008	ORD	ATL	Georgia
32950	2008	ORD	ATL	Georgia
32951	2008	ORD	ATL	Georgia
32952	2008	ORD	ATL	Georgia
32953	2008	ORD	ATL	Georgia
32954	2008	ORD	ATL	Georgia
32955	2008	ORD	ATL	Georgia
32956	2008	ORD	ATL	Georgia
32957	2008	ORD	ATL	Georgia
32958	2008	ORD	ATL	Georgia
32959	2008	ORD	ATL	Georgia
32960	2008	ORD	ATL	Georgia
32961	2008	ORD	ATL	Georgia
32962	2008	ORD	ABY	Georgia
32963	2008	ORD	ABY	Georgia
32965	2008	ORD	ABY	Georgia
32967	2008	ORD	ABY	Georgia
32969	2008	ORD	ABY	Georgia
32971	2008	ORD	ABY	Georgia
32973	2008	ORD	AEX	Louisiana
32975	2008	ORD	AGS	Georgia
32976	2008	ORD	AGS	Georgia
32978	2008	ORD	AGS	Georgia
32980	2008	ORD	AGS	Georgia
32982	2008	ORD	AUS	Texas
32983	2008	ORD	ATL	Georgia
32985	2008	ORD	ATL	Georgia
32987	2008	ORD	ATL	Georgia
32989	2008	ORD	BOS	Massachusetts
32990	2008	ORD	BQK	Georgia
32991	2008	ORD	ATL	Georgia
32993	2008	ORD	CHS	South Carolina
32994	2008	ORD	ATL	Georgia
32996	2008	ORD	ATL	Georgia
32998	2008	ORD	AGS	Georgia
33000	2008	ORD	JAX	Florida
33002	2008	ORD	DAB	Florida
33004	2008	ORD	DAB	Florida
33006	2008	ORD	DAB	Florida
33008	2008	ORD	DAB	Florida
33010	2008	ORD	DAB	Florida
33012	2008	ORD	DAB	Florida
33014	2008	ORD	DAB	Florida
33016	2008	ORD	DAB	Florida
33018	2008	ORD	DAB	Florida
