	year	origin	dest	dest_state_nm
650296	2008	ORD	LAX	California
650297	2008	ORD	LAX	California
650299	2008	ORD	LAX	California
650301	2008	ORD	LAX	California
650303	2008	ORD	LAX	California
650305	2008	ORD	LAX	California
650307	2008	ORD	LAX	California
650309	2008	ORD	LAX	California
650311	2008	ORD	LAX	California
650313	2008	ORD	LAX	California
650315	2008	ORD	LAX	California
650317	2008	ORD	LAX	California
650319	2008	ORD	LAX	California
650321	2008	ORD	LAX	California
650323	2008	ORD	LAX	California
650325	2008	ORD	LAX	California
650327	2008	ORD	PSP	California
650329	2008	ORD	PSP	California
650331	2008	ORD	PSP	California
650333	2008	ORD	PSP	California
650335	2008	ORD	PSP	California
650337	2008	ORD	PSP	California
650339	2008	ORD	PSP	California
650341	2008	ORD	PSP	California
650343	2008	ORD	PSP	California
650345	2008	ORD	PSP	California
650347	2008	ORD	PSP	California
650349	2008	ORD	PSP	California
650351	2008	ORD	PSP	California
650353	2008	ORD	PSP	California
650355	2008	ORD	PSP	California
650357	2008	ORD	PSP	California
650359	2008	ORD	PSP	California
650361	2008	ORD	PSP	California
650363	2008	ORD	PSP	California
650365	2008	ORD	PSP	California
650367	2008	ORD	PSP	California
650369	2008	ORD	PSP	California
650371	2008	ORD	PSP	California
650373	2008	ORD	PSP	California
650375	2008	ORD	PSP	California
650377	2008	ORD	PSP	California
650379	2008	ORD	PSP	California
650381	2008	ORD	PSP	California
650383	2008	ORD	PSP	California
650385	2008	ORD	PSP	California
650387	2008	ORD	PSP	California
650389	2008	ORD	PSP	California
650391	2008	ORD	PSP	California
650393	2008	ORD	PSP	California
650395	2008	ORD	PSP	California
650397	2008	ORD	PSP	California
650399	2008	ORD	PSP	California
650401	2008	ORD	PSP	California
650403	2008	ORD	PSP	California
650405	2008	ORD	PSP	California
650407	2008	ORD	PSP	California
650409	2008	ORD	PSP	California
650411	2008	ORD	PSP	California
650413	2008	ORD	PSP	California
650415	2008	ORD	PSP	California
650417	2008	ORD	PSP	California
650419	2008	ORD	PSP	California
650421	2008	ORD	PSP	California
650423	2008	ORD	PSP	California
650425	2008	ORD	PSP	California
650427	2008	ORD	PSP	California
650429	2008	ORD	PSP	California
650431	2008	ORD	PSP	California
650433	2008	ORD	PSP	California
650435	2008	ORD	PSP	California
650437	2008	ORD	PSP	California
650439	2008	ORD	PSP	California
650441	2008	ORD	PSP	California
650443	2008	ORD	PSP	California
650445	2008	ORD	PSP	California
650447	2008	ORD	PSP	California
650449	2008	ORD	PSP	California
650451	2008	ORD	PSP	California
650453	2008	ORD	PSP	California
650455	2008	ORD	PSP	California
650457	2008	ORD	PSP	California
650459	2008	ORD	PSP	California
650461	2008	ORD	PSP	California
650463	2008	ORD	PSP	California
650465	2008	ORD	PSP	California
650467	2008	ORD	PSP	California
650469	2008	ORD	PSP	California
650471	2008	ORD	PSP	California
650473	2008	ORD	PSP	California
650475	2008	ORD	PSP	California
650477	2008	ORD	PSP	California
650479	2008	ORD	PSP	California
650481	2008	ORD	PSP	California
650483	2008	ORD	PSP	California
650485	2008	ORD	PSP	California
650487	2008	ORD	PSP	California
650489	2008	ORD	PSP	California
650491	2008	ORD	SAN	California
650493	2008	ORD	SFO	California
650494	2008	ORD	SFO	California
650496	2008	ORD	SFO	California
650498	2008	ORD	SFO	California
650500	2008	ORD	SNA	California
650502	2008	ORD	SNA	California
650504	2008	ORD	PVD	Rhode Island
650505	2008	ORD	PVD	Rhode Island
650506	2008	ORD	PVD	Rhode Island
650507	2008	ORD	PVD	Rhode Island
650508	2008	ORD	PVD	Rhode Island
650509	2008	ORD	PVD	Rhode Island
650510	2008	ORD	PVD	Rhode Island
650511	2008	ORD	PVD	Rhode Island
650512	2008	ORD	PVD	Rhode Island
650513	2008	ORD	PVD	Rhode Island
650514	2008	ORD	PVD	Rhode Island
650515	2008	ORD	PVD	Rhode Island
650516	2008	ORD	PVD	Rhode Island
650517	2008	ORD	PVD	Rhode Island
650518	2008	ORD	PVD	Rhode Island
650519	2008	ORD	PVD	Rhode Island
650520	2008	ORD	PVD	Rhode Island
650521	2008	ORD	PVD	Rhode Island
650522	2008	ORD	PVD	Rhode Island
650523	2008	ORD	PVD	Rhode Island
650524	2008	ORD	PVD	Rhode Island
650525	2008	ORD	PVD	Rhode Island
650526	2008	ORD	PVD	Rhode Island
650527	2008	ORD	PVD	Rhode Island
650528	2008	ORD	PVD	Rhode Island
650529	2008	ORD	PVD	Rhode Island
650530	2008	ORD	PVD	Rhode Island
650531	2008	ORD	PVD	Rhode Island
650532	2008	ORD	PVD	Rhode Island
650533	2008	ORD	PVD	Rhode Island
650534	2008	ORD	PVD	Rhode Island
650535	2008	ORD	PVD	Rhode Island
650536	2008	ORD	PVD	Rhode Island
650537	2008	ORD	PVD	Rhode Island
650538	2008	ORD	PVD	Rhode Island
650539	2008	ORD	PVD	Rhode Island
650540	2008	ORD	PVD	Rhode Island
650541	2008	ORD	PVD	Rhode Island
650542	2008	ORD	PVD	Rhode Island
650543	2008	ORD	PVD	Rhode Island
650544	2008	ORD	PVD	Rhode Island
650545	2008	ORD	BOS	Massachusetts
650547	2008	ORD	BOS	Massachusetts
650549	2008	ORD	BOS	Massachusetts
650551	2008	ORD	BOS	Massachusetts
650553	2008	ORD	BOS	Massachusetts
650555	2008	ORD	PVD	Rhode Island
650557	2008	ORD	PVD	Rhode Island
650559	2008	ORD	PVD	Rhode Island
650561	2008	ORD	PVD	Rhode Island
650563	2008	ORD	PVD	Rhode Island
650565	2008	ORD	PVD	Rhode Island
650567	2008	ORD	PVD	Rhode Island
650569	2008	ORD	PVD	Rhode Island
650571	2008	ORD	PVD	Rhode Island
650573	2008	ORD	PVD	Rhode Island
650575	2008	ORD	PVD	Rhode Island
650577	2008	ORD	IAD	Virginia
650579	2008	ORD	TPA	Florida
650580	2008	ORD	LGA	New York
650581	2008	ORD	PVD	Rhode Island
650583	2008	ORD	PVD	Rhode Island
650585	2008	ORD	PVD	Rhode Island
650587	2008	ORD	PVD	Rhode Island
650589	2008	ORD	PVD	Rhode Island
650591	2008	ORD	PVD	Rhode Island
650593	2008	ORD	PVD	Rhode Island
650595	2008	ORD	PVD	Rhode Island
650597	2008	ORD	PVD	Rhode Island
650599	2008	ORD	PVD	Rhode Island
650601	2008	ORD	PVD	Rhode Island
650603	2008	ORD	PVD	Rhode Island
650605	2008	ORD	PVD	Rhode Island
650607	2008	ORD	PVD	Rhode Island
650609	2008	ORD	PVD	Rhode Island
650611	2008	ORD	PVD	Rhode Island
650613	2008	ORD	PVD	Rhode Island
650615	2008	ORD	PVD	Rhode Island
650617	2008	ORD	PVD	Rhode Island
650619	2008	ORD	PVD	Rhode Island
650621	2008	ORD	PVD	Rhode Island
650623	2008	ORD	PVD	Rhode Island
650625	2008	ORD	PVD	Rhode Island
650627	2008	ORD	PVD	Rhode Island
650629	2008	ORD	PVD	Rhode Island
650631	2008	ORD	PVD	Rhode Island
650633	2008	ORD	PVD	Rhode Island
650635	2008	ORD	PVD	Rhode Island
650637	2008	ORD	PVD	Rhode Island
650639	2008	ORD	PVD	Rhode Island
650641	2008	ORD	PVD	Rhode Island
650643	2008	ORD	PVD	Rhode Island
650645	2008	ORD	PVD	Rhode Island
650647	2008	ORD	PVD	Rhode Island
650649	2008	ORD	PVD	Rhode Island
650651	2008	ORD	PVD	Rhode Island
650653	2008	ORD	PVD	Rhode Island
650655	2008	ORD	PVD	Rhode Island
650657	2008	ORD	PVD	Rhode Island
650659	2008	ORD	PVD	Rhode Island
650661	2008	ORD	PVD	Rhode Island
650663	2008	ORD	PVD	Rhode Island
650665	2008	ORD	PVD	Rhode Island
650667	2008	ORD	PVD	Rhode Island
650669	2008	ORD	PVD	Rhode Island
650671	2008	ORD	PVD	Rhode Island
650673	2008	ORD	PVD	Rhode Island
650675	2008	ORD	PVD	Rhode Island
650677	2008	ORD	PVD	Rhode Island
650679	2008	ORD	PVD	Rhode Island
650681	2008	ORD	PVD	Rhode Island
650683	2008	ORD	PVD	Rhode Island
650685	2008	ORD	PVD	Rhode Island
650687	2008	ORD	PVD	Rhode Island
650689	2008	ORD	PVD	Rhode Island
650691	2008	ORD	PVD	Rhode Island
650693	2008	ORD	PVD	Rhode Island
650695	2008	ORD	PVD	Rhode Island
650697	2008	ORD	PVD	Rhode Island
650699	2008	ORD	PVD	Rhode Island
650701	2008	ORD	PVD	Rhode Island
650703	2008	ORD	PVD	Rhode Island
650705	2008	ORD	PVD	Rhode Island
650707	2008	ORD	PVD	Rhode Island
650709	2008	ORD	PVD	Rhode Island
650711	2008	ORD	PVD	Rhode Island
650713	2008	ORD	PVD	Rhode Island
650715	2008	ORD	PVD	Rhode Island
650717	2008	ORD	PVD	Rhode Island
650719	2008	ORD	PVD	Rhode Island
650721	2008	ORD	PVD	Rhode Island
650723	2008	ORD	PVD	Rhode Island
650725	2008	ORD	PVD	Rhode Island
650727	2008	ORD	PVD	Rhode Island
650729	2008	ORD	PVD	Rhode Island
650731	2008	ORD	PVD	Rhode Island
650733	2008	ORD	PVD	Rhode Island
650735	2008	ORD	PVD	Rhode Island
650737	2008	ORD	PVD	Rhode Island
650739	2008	ORD	PVD	Rhode Island
650741	2008	ORD	PVD	Rhode Island
650743	2008	ORD	PVD	Rhode Island
650745	2008	ORD	PVD	Rhode Island
650747	2008	ORD	PVD	Rhode Island
650749	2008	ORD	PVD	Rhode Island
650751	2008	ORD	PVD	Rhode Island
650753	2008	ORD	PVD	Rhode Island
650755	2008	ORD	PVD	Rhode Island
650757	2008	ORD	PVD	Rhode Island
650759	2008	ORD	PVD	Rhode Island
650761	2008	ORD	PVD	Rhode Island
650763	2008	ORD	PVD	Rhode Island
650765	2008	ORD	PVD	Rhode Island
650767	2008	ORD	PVD	Rhode Island
650769	2008	ORD	PVD	Rhode Island
650771	2008	ORD	PVD	Rhode Island
650773	2008	ORD	PVD	Rhode Island
650775	2008	ORD	PVD	Rhode Island
650777	2008	ORD	PVD	Rhode Island
650779	2008	ORD	PVD	Rhode Island
650781	2008	ORD	PVD	Rhode Island
650783	2008	ORD	PVD	Rhode Island
650785	2008	ORD	PVD	Rhode Island
650787	2008	ORD	PVD	Rhode Island
650789	2008	ORD	PVD	Rhode Island
650791	2008	ORD	PVD	Rhode Island
650793	2008	ORD	PVD	Rhode Island
650795	2008	ORD	PVD	Rhode Island
650797	2008	ORD	PVD	Rhode Island
650799	2008	ORD	PVD	Rhode Island
650801	2008	ORD	PVD	Rhode Island
650803	2008	ORD	PVD	Rhode Island
650805	2008	ORD	PVD	Rhode Island
650807	2008	ORD	PVD	Rhode Island
650809	2008	ORD	PVD	Rhode Island
650811	2008	ORD	PVD	Rhode Island
650813	2008	ORD	PVD	Rhode Island
650815	2008	ORD	PVD	Rhode Island
650817	2008	ORD	PVD	Rhode Island
650819	2008	ORD	PVD	Rhode Island
650821	2008	ORD	PVD	Rhode Island
650823	2008	ORD	PVD	Rhode Island
650825	2008	ORD	PVD	Rhode Island
650827	2008	ORD	IND	Indiana
650828	2008	ORD	PVD	Rhode Island
650830	2008	ORD	MSP	Minnesota
650831	2008	ORD	PVD	Rhode Island
650833	2008	ORD	PVD	Rhode Island
650835	2008	ORD	PVD	Rhode Island
650837	2008	ORD	RDU	North Carolina
650838	2008	ORD	RDU	North Carolina
650839	2008	ORD	RDU	North Carolina
650840	2008	ORD	RDU	North Carolina
650841	2008	ORD	RDU	North Carolina
650842	2008	ORD	RDU	North Carolina
650843	2008	ORD	RDU	North Carolina
650844	2008	ORD	RDU	North Carolina
650845	2008	ORD	RDU	North Carolina
650846	2008	ORD	RDU	North Carolina
650847	2008	ORD	RDU	North Carolina
650848	2008	ORD	RDU	North Carolina
650849	2008	ORD	RDU	North Carolina
650850	2008	ORD	RDU	North Carolina
650851	2008	ORD	RDU	North Carolina
650852	2008	ORD	RDU	North Carolina
650853	2008	ORD	RDU	North Carolina
650854	2008	ORD	RDU	North Carolina
650855	2008	ORD	RDU	North Carolina
650856	2008	ORD	RDU	North Carolina
650857	2008	ORD	RDU	North Carolina
650858	2008	ORD	RDU	North Carolina
650859	2008	ORD	RDU	North Carolina
650860	2008	ORD	RDU	North Carolina
650861	2008	ORD	RDU	North Carolina
650862	2008	ORD	RDU	North Carolina
650863	2008	ORD	RDU	North Carolina
650864	2008	ORD	RDU	North Carolina
650865	2008	ORD	RDU	North Carolina
650866	2008	ORD	RDU	North Carolina
650867	2008	ORD	RDU	North Carolina
650868	2008	ORD	RDU	North Carolina
650869	2008	ORD	RDU	North Carolina
650870	2008	ORD	RDU	North Carolina
650871	2008	ORD	RDU	North Carolina
650872	2008	ORD	RDU	North Carolina
650873	2008	ORD	RDU	North Carolina
650874	2008	ORD	RDU	North Carolina
650875	2008	ORD	RDU	North Carolina
650876	2008	ORD	RDU	North Carolina
650877	2008	ORD	RDU	North Carolina
650878	2008	ORD	ALB	New York
650879	2008	ORD	RDU	North Carolina
650881	2008	ORD	CAE	South Carolina
650883	2008	ORD	RDU	North Carolina
650885	2008	ORD	RDU	North Carolina
650887	2008	ORD	RDU	North Carolina
650889	2008	ORD	RDU	North Carolina
650891	2008	ORD	SEA	Washington
650892	2008	ORD	RDU	North Carolina
650897	2008	ORD	RDU	North Carolina
650899	2008	ORD	IAD	Virginia
650900	2008	ORD	RDU	North Carolina
650902	2008	ORD	RDU	North Carolina
650904	2008	ORD	SAN	California
650905	2008	ORD	MCO	Florida
650907	2008	ORD	EWR	New Jersey
650909	2008	ORD	RDU	North Carolina
650911	2008	ORD	RDU	North Carolina
650913	2008	ORD	RDU	North Carolina
650915	2008	ORD	RDU	North Carolina
650917	2008	ORD	RDU	North Carolina
650919	2008	ORD	RDU	North Carolina
650921	2008	ORD	RDU	North Carolina
650923	2008	ORD	RDU	North Carolina
650925	2008	ORD	RDU	North Carolina
650927	2008	ORD	RDU	North Carolina
650929	2008	ORD	RDU	North Carolina
650931	2008	ORD	RDU	North Carolina
650933	2008	ORD	RDU	North Carolina
650935	2008	ORD	RDU	North Carolina
650937	2008	ORD	RDU	North Carolina
650939	2008	ORD	RDU	North Carolina
650941	2008	ORD	RDU	North Carolina
650943	2008	ORD	RDU	North Carolina
650945	2008	ORD	RDU	North Carolina
650947	2008	ORD	RDU	North Carolina
650949	2008	ORD	RDU	North Carolina
650951	2008	ORD	RDU	North Carolina
650953	2008	ORD	RDU	North Carolina
650955	2008	ORD	RDU	North Carolina
650957	2008	ORD	RDU	North Carolina
650959	2008	ORD	RDU	North Carolina
650961	2008	ORD	RDU	North Carolina
650963	2008	ORD	RDU	North Carolina
650965	2008	ORD	RDU	North Carolina
650967	2008	ORD	RDU	North Carolina
650969	2008	ORD	RDU	North Carolina
650971	2008	ORD	RDU	North Carolina
650973	2008	ORD	RDU	North Carolina
650975	2008	ORD	RDU	North Carolina
650977	2008	ORD	RDU	North Carolina
650979	2008	ORD	RDU	North Carolina
650981	2008	ORD	RDU	North Carolina
650983	2008	ORD	RDU	North Carolina
650985	2008	ORD	RDU	North Carolina
650987	2008	ORD	RDU	North Carolina
650989	2008	ORD	RDU	North Carolina
650991	2008	ORD	RDU	North Carolina
650993	2008	ORD	RDU	North Carolina
650995	2008	ORD	RDU	North Carolina
650997	2008	ORD	RDU	North Carolina
650999	2008	ORD	RDU	North Carolina
651001	2008	ORD	RDU	North Carolina
651003	2008	ORD	RDU	North Carolina
651005	2008	ORD	RDU	North Carolina
651007	2008	ORD	RDU	North Carolina
651009	2008	ORD	RDU	North Carolina
651011	2008	ORD	RDU	North Carolina
651013	2008	ORD	RDU	North Carolina
651015	2008	ORD	RDU	North Carolina
651017	2008	ORD	RDU	North Carolina
651019	2008	ORD	RDU	North Carolina
651021	2008	ORD	RDU	North Carolina
651023	2008	ORD	RDU	North Carolina
651025	2008	ORD	RDU	North Carolina
651027	2008	ORD	RDU	North Carolina
651029	2008	ORD	RDU	North Carolina
651031	2008	ORD	RDU	North Carolina
651033	2008	ORD	RDU	North Carolina
651035	2008	ORD	RDU	North Carolina
651037	2008	ORD	RDU	North Carolina
651039	2008	ORD	RDU	North Carolina
651041	2008	ORD	RDU	North Carolina
651043	2008	ORD	RDU	North Carolina
651045	2008	ORD	RDU	North Carolina
651047	2008	ORD	RDU	North Carolina
651049	2008	ORD	RDU	North Carolina
651051	2008	ORD	RDU	North Carolina
651053	2008	ORD	RDU	North Carolina
651055	2008	ORD	RDU	North Carolina
651057	2008	ORD	RDU	North Carolina
651059	2008	ORD	RDU	North Carolina
651061	2008	ORD	RDU	North Carolina
651063	2008	ORD	RDU	North Carolina
651065	2008	ORD	RDU	North Carolina
651067	2008	ORD	RDU	North Carolina
651069	2008	ORD	RDU	North Carolina
651071	2008	ORD	RDU	North Carolina
651073	2008	ORD	RDU	North Carolina
651075	2008	ORD	RDU	North Carolina
651077	2008	ORD	RDU	North Carolina
651079	2008	ORD	RDU	North Carolina
651081	2008	ORD	RDU	North Carolina
651083	2008	ORD	RDU	North Carolina
651085	2008	ORD	RDU	North Carolina
651087	2008	ORD	RDU	North Carolina
651089	2008	ORD	RDU	North Carolina
651091	2008	ORD	RDU	North Carolina
651093	2008	ORD	RDU	North Carolina
651095	2008	ORD	RDU	North Carolina
651097	2008	ORD	RDU	North Carolina
651099	2008	ORD	RDU	North Carolina
651101	2008	ORD	RDU	North Carolina
651103	2008	ORD	RDU	North Carolina
651105	2008	ORD	RDU	North Carolina
651107	2008	ORD	RDU	North Carolina
651109	2008	ORD	RDU	North Carolina
651111	2008	ORD	RDU	North Carolina
651113	2008	ORD	RDU	North Carolina
651115	2008	ORD	RDU	North Carolina
651117	2008	ORD	RDU	North Carolina
651119	2008	ORD	RDU	North Carolina
651121	2008	ORD	RDU	North Carolina
651123	2008	ORD	RDU	North Carolina
651125	2008	ORD	RDU	North Carolina
651127	2008	ORD	RDU	North Carolina
651129	2008	ORD	RDU	North Carolina
651131	2008	ORD	RDU	North Carolina
651133	2008	ORD	RDU	North Carolina
651135	2008	ORD	RDU	North Carolina
651137	2008	ORD	RDU	North Carolina
651139	2008	ORD	RDU	North Carolina
651141	2008	ORD	RDU	North Carolina
651143	2008	ORD	RDU	North Carolina
651145	2008	ORD	RDU	North Carolina
651147	2008	ORD	RDU	North Carolina
651149	2008	ORD	RDU	North Carolina
651151	2008	ORD	RDU	North Carolina
651153	2008	ORD	RDU	North Carolina
651155	2008	ORD	RDU	North Carolina
651157	2008	ORD	RDU	North Carolina
651159	2008	ORD	RDU	North Carolina
651161	2008	ORD	RDU	North Carolina
651163	2008	ORD	RDU	North Carolina
651165	2008	ORD	RDU	North Carolina
651167	2008	ORD	RDU	North Carolina
651169	2008	ORD	GRR	Michigan
651170	2008	ORD	RDU	North Carolina
651172	2008	ORD	LAN	Michigan
651173	2008	ORD	PHL	Pennsylvania
651175	2008	ORD	RIC	Virginia
651176	2008	ORD	RIC	Virginia
651177	2008	ORD	RIC	Virginia
651178	2008	ORD	RIC	Virginia
651179	2008	ORD	RIC	Virginia
651180	2008	ORD	RIC	Virginia
651181	2008	ORD	RIC	Virginia
651182	2008	ORD	RIC	Virginia
651183	2008	ORD	RIC	Virginia
651184	2008	ORD	RIC	Virginia
651185	2008	ORD	RIC	Virginia
651186	2008	ORD	RIC	Virginia
651187	2008	ORD	RIC	Virginia
651188	2008	ORD	RIC	Virginia
651189	2008	ORD	RIC	Virginia
651190	2008	ORD	RIC	Virginia
651191	2008	ORD	RIC	Virginia
651192	2008	ORD	RIC	Virginia
651193	2008	ORD	RIC	Virginia
651194	2008	ORD	RIC	Virginia
651195	2008	ORD	RIC	Virginia
651196	2008	ORD	RIC	Virginia
651197	2008	ORD	RIC	Virginia
651198	2008	ORD	ATL	Georgia
651199	2008	ORD	RIC	Virginia
651201	2008	ORD	RIC	Virginia
651203	2008	ORD	TPA	Florida
651205	2008	ORD	RIC	Virginia
651207	2008	ORD	RIC	Virginia
651209	2008	ORD	RIC	Virginia
651211	2008	ORD	RIC	Virginia
651213	2008	ORD	RIC	Virginia
651215	2008	ORD	LGA	New York
651217	2008	ORD	RIC	Virginia
651219	2008	ORD	RIC	Virginia
651221	2008	ORD	RIC	Virginia
651223	2008	ORD	RIC	Virginia
651225	2008	ORD	RIC	Virginia
651227	2008	ORD	RIC	Virginia
651229	2008	ORD	RIC	Virginia
651231	2008	ORD	RIC	Virginia
651233	2008	ORD	RIC	Virginia
651235	2008	ORD	RIC	Virginia
651237	2008	ORD	RIC	Virginia
651239	2008	ORD	RIC	Virginia
651241	2008	ORD	RIC	Virginia
651243	2008	ORD	RIC	Virginia
651245	2008	ORD	RIC	Virginia
651247	2008	ORD	RIC	Virginia
651249	2008	ORD	RIC	Virginia
651251	2008	ORD	RIC	Virginia
651253	2008	ORD	RIC	Virginia
651255	2008	ORD	RIC	Virginia
651257	2008	ORD	RIC	Virginia
651259	2008	ORD	RIC	Virginia
651261	2008	ORD	RIC	Virginia
651263	2008	ORD	RIC	Virginia
651265	2008	ORD	RIC	Virginia
651267	2008	ORD	RIC	Virginia
651269	2008	ORD	RIC	Virginia
651271	2008	ORD	RIC	Virginia
651273	2008	ORD	RIC	Virginia
651275	2008	ORD	RIC	Virginia
651277	2008	ORD	RIC	Virginia
651279	2008	ORD	RIC	Virginia
651281	2008	ORD	RIC	Virginia
651283	2008	ORD	RIC	Virginia
651285	2008	ORD	RIC	Virginia
651287	2008	ORD	RIC	Virginia
651289	2008	ORD	RIC	Virginia
651291	2008	ORD	RIC	Virginia
651293	2008	ORD	RIC	Virginia
651295	2008	ORD	RIC	Virginia
651297	2008	ORD	RIC	Virginia
651299	2008	ORD	RIC	Virginia
651301	2008	ORD	RIC	Virginia
651303	2008	ORD	RIC	Virginia
651305	2008	ORD	RIC	Virginia
651307	2008	ORD	RIC	Virginia
651309	2008	ORD	RIC	Virginia
651311	2008	ORD	RIC	Virginia
651313	2008	ORD	RIC	Virginia
651315	2008	ORD	RIC	Virginia
651317	2008	ORD	RIC	Virginia
651319	2008	ORD	RIC	Virginia
651321	2008	ORD	RIC	Virginia
651323	2008	ORD	RIC	Virginia
651325	2008	ORD	RIC	Virginia
651327	2008	ORD	RIC	Virginia
651329	2008	ORD	RIC	Virginia
651331	2008	ORD	RIC	Virginia
651333	2008	ORD	RIC	Virginia
651335	2008	ORD	RIC	Virginia
651337	2008	ORD	RIC	Virginia
651339	2008	ORD	RIC	Virginia
651341	2008	ORD	RIC	Virginia
651343	2008	ORD	RIC	Virginia
651345	2008	ORD	RIC	Virginia
651347	2008	ORD	RIC	Virginia
651349	2008	ORD	RIC	Virginia
651351	2008	ORD	RIC	Virginia
651353	2008	ORD	RIC	Virginia
651355	2008	ORD	RIC	Virginia
651357	2008	ORD	RIC	Virginia
651359	2008	ORD	RIC	Virginia
651361	2008	ORD	RIC	Virginia
651363	2008	ORD	RIC	Virginia
651365	2008	ORD	RIC	Virginia
651367	2008	ORD	RIC	Virginia
651369	2008	ORD	RIC	Virginia
651371	2008	ORD	RIC	Virginia
651373	2008	ORD	RIC	Virginia
651375	2008	ORD	RIC	Virginia
651377	2008	ORD	RIC	Virginia
651379	2008	ORD	RIC	Virginia
651381	2008	ORD	RIC	Virginia
651383	2008	ORD	RIC	Virginia
651385	2008	ORD	RIC	Virginia
651387	2008	ORD	RIC	Virginia
651389	2008	ORD	RIC	Virginia
651391	2008	ORD	RIC	Virginia
651393	2008	ORD	RIC	Virginia
651395	2008	ORD	RIC	Virginia
651397	2008	ORD	RIC	Virginia
651399	2008	ORD	RIC	Virginia
651401	2008	ORD	RIC	Virginia
651403	2008	ORD	RIC	Virginia
651405	2008	ORD	RIC	Virginia
651407	2008	ORD	RIC	Virginia
651409	2008	ORD	RIC	Virginia
651411	2008	ORD	RIC	Virginia
651413	2008	ORD	RIC	Virginia
651415	2008	ORD	RIC	Virginia
651417	2008	ORD	RIC	Virginia
651419	2008	ORD	RIC	Virginia
651421	2008	ORD	MSP	Minnesota
651422	2008	ORD	RIC	Virginia
651424	2008	ORD	SBN	Indiana
651425	2008	ORD	ORF	Virginia
651427	2008	ORD	PHL	Pennsylvania
651429	2008	ORD	RDU	North Carolina
651431	2008	ORD	RDU	North Carolina
651433	2008	ORD	TRI	Tennessee
651435	2008	ORD	DCA	Virginia
651437	2008	ORD	IAD	Virginia
651439	2008	ORD	ROA	Virginia
651441	2008	ORD	DTW	Michigan
651442	2008	ORD	ROC	New York
651443	2008	ORD	ROC	New York
651444	2008	ORD	ROC	New York
651445	2008	ORD	ROC	New York
651446	2008	ORD	ROC	New York
651447	2008	ORD	ROC	New York
651448	2008	ORD	ROC	New York
651449	2008	ORD	ROC	New York
651450	2008	ORD	ROC	New York
651451	2008	ORD	ROC	New York
651452	2008	ORD	ROC	New York
651453	2008	ORD	ROC	New York
651454	2008	ORD	ROC	New York
651455	2008	ORD	ROC	New York
651456	2008	ORD	ROC	New York
651457	2008	ORD	ROC	New York
651458	2008	ORD	ROC	New York
651459	2008	ORD	ROC	New York
651460	2008	ORD	ROC	New York
651461	2008	ORD	ROC	New York
651462	2008	ORD	BDL	Connecticut
651464	2008	ORD	BOS	Massachusetts
651465	2008	ORD	BOS	Massachusetts
651467	2008	ORD	BOS	Massachusetts
651469	2008	ORD	BOS	Massachusetts
651471	2008	ORD	BOS	Massachusetts
651473	2008	ORD	BOS	Massachusetts
651475	2008	ORD	ROC	New York
651477	2008	ORD	ROC	New York
651479	2008	ORD	CLT	North Carolina
651481	2008	ORD	EWR	New Jersey
651483	2008	ORD	ATL	Georgia
651484	2008	ORD	SFO	California
651485	2008	ORD	LGA	New York
651486	2008	ORD	ROC	New York
651488	2008	ORD	ROC	New York
651490	2008	ORD	ROC	New York
651492	2008	ORD	ROC	New York
651494	2008	ORD	ROC	New York
651496	2008	ORD	ROC	New York
651498	2008	ORD	ROC	New York
651500	2008	ORD	ROC	New York
651502	2008	ORD	ROC	New York
651504	2008	ORD	ROC	New York
651506	2008	ORD	ROC	New York
651508	2008	ORD	ROC	New York
651510	2008	ORD	ROC	New York
651512	2008	ORD	ROC	New York
651514	2008	ORD	ROC	New York
651516	2008	ORD	ROC	New York
651518	2008	ORD	ROC	New York
651520	2008	ORD	ROC	New York
651522	2008	ORD	ROC	New York
651524	2008	ORD	ROC	New York
651526	2008	ORD	ROC	New York
651528	2008	ORD	ROC	New York
651530	2008	ORD	ROC	New York
651532	2008	ORD	ROC	New York
651534	2008	ORD	ROC	New York
651536	2008	ORD	ROC	New York
651538	2008	ORD	ROC	New York
651540	2008	ORD	ROC	New York
651542	2008	ORD	ROC	New York
651544	2008	ORD	ROC	New York
651546	2008	ORD	ROC	New York
651548	2008	ORD	ROC	New York
651550	2008	ORD	ROC	New York
651552	2008	ORD	ROC	New York
651554	2008	ORD	ROC	New York
651556	2008	ORD	ROC	New York
651558	2008	ORD	ROC	New York
651560	2008	ORD	ROC	New York
651562	2008	ORD	ROC	New York
651564	2008	ORD	ROC	New York
651566	2008	ORD	ROC	New York
651568	2008	ORD	ROC	New York
651570	2008	ORD	ROC	New York
651572	2008	ORD	ROC	New York
651574	2008	ORD	ROC	New York
651576	2008	ORD	ROC	New York
651578	2008	ORD	ROC	New York
651580	2008	ORD	ROC	New York
651582	2008	ORD	ROC	New York
651584	2008	ORD	ROC	New York
651586	2008	ORD	ROC	New York
651588	2008	ORD	ROC	New York
651590	2008	ORD	ROC	New York
651592	2008	ORD	ROC	New York
651594	2008	ORD	ROC	New York
651596	2008	ORD	ROC	New York
651598	2008	ORD	ROC	New York
651600	2008	ORD	ROC	New York
651602	2008	ORD	ROC	New York
651604	2008	ORD	ROC	New York
651606	2008	ORD	ROC	New York
651608	2008	ORD	TPA	Florida
651610	2008	ORD	ROC	New York
651612	2008	ORD	SAN	California
651613	2008	ORD	SAN	California
651614	2008	ORD	SAN	California
